投稿日,タイトル,再生数
2020-08-14,【商品開発部】中身をだけを見て食って感じて「パッケージ」を当てよう！！！,3691288
2020-08-13,【元日本代表】サッカー素人の俺らでもコーナーキックならプロから一点取れるんじゃね！？,3319993
2020-08-12,【壁画】岡崎市の壁にスプレーアートしたら凄い作品誕生...!!,2414018
2020-08-11,【親心】てつやを一番よく知るのは誰？第１回てつやの母親に聞くてつや王！,7852240
2020-08-09,【ゲームあるある】二段ジャンプをどうにかして現実で再現したい！！！,2616110
2020-08-08,【大漏らし】屁をこいた分だけヒントをもらえる激ムズ謎解きに挑戦！！！,5055694
2020-08-07,【大ヒーロー】川上憲伸投手が岡崎市に降臨！ガチ対決じゃあ！！,3027604
2020-08-06,【無限地獄】盗塁って野球未経験者だと何回目で阻止できるの？？？,2795011
2020-08-05,マイナースポーツって素人が考えても見分けつかないんじゃね！？,2019651
2020-08-04,【破壊】素人でも車をバラバラに解体する事はできるのか！？,4732732
2020-08-02,【少数派は実食】この激マズ料理、どっちがつらいでショー！,4378901
2020-08-01,とにかくお店にたくさんサインを書いてきたほうが勝ち！！サイン書き書きバトル！！！,3504582
2020-07-31,【鬼ロケ】ゆめまる頑張ったなぁクイズ！まさかの事態大発生！,3597013
2020-07-30,【丁度辛い】ピッタリ三時間で終わるチャレンジ対決でYouTube力を上げよう！！！,4661236
2020-07-29,【ドッキリ】突然｢キツすぎる罰ゲーム｣を提案されたら東海オンエアは怒る？乗る？,5125379
2020-07-28,【目指せ機械人間】特訓して正確な測定器の能力手に入れたら超カッコよくね？,2793685
2020-07-26,玉を入れて敵チームに押し付けろ！恐怖の罰ゲームビリヤード！,6567648
2020-07-25,【王道企画】シーバーイーツ１万円分食べ切るまで帰れません！！！,11601027
2020-07-24,【新提案】指を美味しく味付ける「指料理」作ったら辛すぎた【食指が動く】,2621663
2020-07-23,【コント】炎上を気にしすぎるYouTuber・・・,3138523
2020-07-22,【大食い？】3時間の間にテイクアウトでより多くお金を使えバトル！,9126239
2020-07-21,【超能力卓球】一人一つ能力を持ってたら実力は変動する！？！？,4382116
2020-07-19,"【計12着】難しいお題でコーデバトル！""正解""を目指そう！",3420716
2020-07-18,【サムネを取れ】このコメント、どの動画！？コメントカルタ！！！,4526776
2020-07-17,【親と見ないで】最低スイッチで最低さんが何を言うか予想しよう！,3896598
2020-07-16,童話『ももたろう』の真実・・・,1973738
2020-07-15,【公平？】動画撮影時行動の分析による各メンバーの貢献度調査,2646200
2020-07-14,【まんまん】難しい方言を使いこなしたショートムービー対決！！！,3805852
2020-07-12,【罰は40日○○】世界一の大ベストセラー・聖書クイズで教養を身につけよう！,7678886
2020-07-11,"【¥1,000~200,000】バラバラの値段で同じ値段に見えるコーディネートに挑戦！",5642703
2020-07-10,【地獄検証】お米をお餅にしてお餅をお米に戻したら美味しいご飯なの？,4436805
2020-07-09,【○Km】グリコが出来なくなる限界の距離ってどのくらいなの？？,4476137
2020-07-08,【解けません】脳トレ感覚で挑んで後悔！！理不尽閃きクイズ！！！,3476692
2020-07-07,第１回！海馬瀬人選手権！！,5148469
2020-07-05,【全問不正解】抽象的なお題を擬人化せよ！化身クイズ！,2275638
2020-07-04,【大改造】ランドセル進化してなさすぎ問題！次世代発見しようぜ！,3302076
2020-07-03,【嘘か本当か】専門家？そんなの俺らでもなれるっしょ。,3597494
2020-07-02,【大損】友人から金をむしりとれ！なかよしプレゼント交換会！,7676601
2020-07-01,【全３種目】嘘八百！いえいえ！嘘1/4！！パッパラパーティー！！！,5586543
2020-06-30,【室内外動画】部屋の中で「外にしか見えない写真」選手権！！！,5606685
2020-06-28,【人間の真の力を検証】根性がある奴、根性がある説。,7689087
2020-06-27,【一応の後編】ドギツい24時間企画の参加者を｢１週間企画｣で決めます,5555251
2020-06-26,ドギツい24時間企画の参加者を｢24時間企画｣で決めます,5921385
2020-06-25,【小学生以来】『版画』ならりょう画伯の作品に勝てるのでは！？,3758597
2020-06-24,【奇怪作品】全く同じもの作ってきて！！第一回コピーマン！！！！！,2063443
2020-06-23,【まるで昔】俺らってまだ3分くらいの面白動画撮れんのかい！？,3021011
2020-06-21,【お酒大好きTV】テキーラを飲んでも気持ち悪くならない最強の方法があった！！！,5394824
2020-06-20,この材料ならこの料理だろう！お料理神経衰弱！,10508677
2020-06-19,【3ヶ月振りの外】掘った穴に美しいバントを決めて入れるチャレンジ！！【東海オンエアーズ】,4484846
2020-06-18,【激痛】マジで無理！世の中の合法で一番痛いことは！？,7196230
2020-06-17,【バズりたい】３時間チャーハンを炒め続けたらめっちゃパラパラになる？(他５篇）,6730218
2020-06-16,目隠しでAmazonでお買い物！必要な物をちゃんと手に入れられるのか！？,7016171
2020-06-14,【洗濯機】たくさん部品をバラしたら勝ち！分解王は俺だ！,2792730
2020-06-13,【まさかの第2回】東海オンエアガチンコ学力テスト！,8488820
2020-06-12,【クソコント】メンタルハウス〜あなたのお悩み解決します！？〜,2709534
2020-06-11,【美味しくするシリーズ】バラバラの値段であえて同じクオリティのスイーツを作っちゃおう！！！,8015100
2020-06-10,【地獄検証】２時間全力で水を振り続けたらお湯になるらしい！？,5102320
2020-06-09,【企画崩壊】画像の中に都道府県をうまく忍ばせてみたかった！,2674111
2020-06-07,【幻の企画】ベットの幅が10cmずつ短くなったらいつ落ちるのか？,4155539
2020-06-06,【てつや愛】ファンになりきって至高のてつやグッズをプレゼント！！,3943699
2020-06-05,【波紋疾走】３時間で相手に指定されたアニメキャラのコスプレを仕上げろ！,3565540
2020-06-04,【全３キャラ】りょうにどハマりするキャラクターを俺らで考えてあげたいんだ！！！,2751213
2020-06-03,【フルボッコ】得意種目を持ち寄ってとしみつを５連敗させてやりたい！！！,5493645
2020-06-02,【六人六色】人生で最も古い記憶の再現VTRを観せ合う会！,4695602
2020-06-01,【メイキング映像】株式会社グレーゾーン・エージェンシー,1153365
2020-05-31,【寝たら即帰宅旅行は中止です】〇〇したら即帰宅ホームパーティ！,11528683
2020-05-30,【水】24時間でどれだけ水を飲むことができるのか！？,6099422
2020-05-29,【ドッキリ？】ドアを開けたらいきなり運動会のBGMが流れる！人は何かの競技をし始めるのかなあ！！！,4106983
2020-05-28,【新提案】てつや！たばこの時代は終わったぞ！！これからは〇〇の時代だ！！！！,4442547
2020-05-27,３人連続でダイススタッキングできるまで帰れません！,5903683
2020-05-26,【検証】１週間ほろ酔いし続けたら人はどうなってしまうのか！？,8099711
2020-05-24,【動画長いよ】ルールに則ったガチディベートで白黒つけたいんじゃ！,5154308
2020-05-23,【負けたら競馬で200万】予測不能ギャンブル！東海オンエア理不尽ダービー！！！,8461989
2020-05-22,【大流行しない】新ゲーム、伯方の塩ゲームがそれなりに盛り上がって楽しい！！！！！,5513019
2020-05-21,【マリパ】簡単なゲームなら1週間の猛特訓で誰でも最強になれるっしょ！！！,5923399
2020-05-20,不思議なメガネ...............,2122418
2020-05-19,東海オンエアの超極秘会議の映像が流出してしまいました,2968545
2020-05-17,【地獄検証】形の良い米だけを選別したら引くほど美味くなるって本当！？,4126477
2020-05-16,【優勝者は罰ゲーム回避権】CH登録者500万人記念！東海オンエアテスト！,9009623
2020-05-15,【大発見!?】スタミナ料理ってバカじゃね！？意味があるのか検証したら凄いことに・・！！,7719243
2020-05-14,【小飲小食】とにかく飲食を控えろ！！小食い選手権！！！！！,7194222
2020-05-13,【る】過去の動画のタイトルだけでしりとりしたらどれくらい遊べる！？,3913984
2020-05-12,【利き屁】タッパーに入ったおならを嗅いで何を食ったか当てろ臭ぇ！！,2950724
2020-05-10,【マジ神回】相手を満腹にしろ！ご飯食べ食べポーカー！！！後編,11057772
2020-05-09,【食えなきゃ負け】相手を満腹にしろ！ご飯食べ食べポーカー！！！前編,13053429
2020-05-08,【修行】2週間でとにかく成長しろ！成長選手権！,7137018
2020-05-07,【１円玉サイズ】小人を喜ばせろ！！小さい料理対決！！！,6259332
2020-05-06,"【ポケモン】""あくタイプ""の技なら撮影中に内緒で仕掛けてもバレないんじゃね？",3331442
2020-05-05,【世界崩壊】ラスボスグランプリ開催したら最強キャラ爆誕の連続？,3106379
2020-05-03,【決着】東海オンエアは今日から一人になります。後編,3418398
2020-05-02,東海オンエアは今日から一人になります。前編,5330864
2020-05-01,【事件発生】りょうのヤバい絵を読み解き、紙芝居を完成させよう！,4148372
2020-04-30,【あつ森？】調理器具をDIYして料理を完成させようとしたら別に余裕でした！！！,5513766
2020-04-29,パネル獲得＝罰ゲーム回避クイズ！マソップ25！(後編),3258897
2020-04-28,パネル獲得＝罰ゲーム回避クイズ！マソップ25！(前編),4396538
2020-04-26,【来日】シバネムさんの高速ラップ聞き取りクイズ！【負けたらパーカー】,5886622
2020-04-25,普段捨てるところだけで料理したら主婦大歓喜の大発見が！！！,4741152
2020-04-24,【我が家】家にある物だけで戦え！！第一回おうちデュエル！！！,4685172
2020-04-24,【フルVer.】英語チャレンジ  | 株式会社グレーゾーン・エージェンシー,582408
2020-04-23,ゆめまるの運動って面白くね？何させたら一番面白いんだろう！,3981079
2020-04-22,【おふざけ無】｢絶対に合わない材料｣を駆使して真面目に新料理を考案しよう！,6080546
2020-04-21,【意思疎通】抽象的な入りでてつやのやりたい企画を遂行できるのか！？,3557342
2020-04-19,【頭脳戦＆肉体戦】他人の筋肉痛の部位を見抜け！筋肉痛ダウト！,3959017
2020-04-18,【交換会】メンバーのTwitter、中の人をランダムに入れ替えてました。,5911497
2020-04-17,キ○タマ千本くじ〜全日本選手権岡崎大会〜,2729378
2020-04-16,【超本格的】大岩亭の伝説のラーメンを完全再現してみせます,13666191
2020-04-15,【新感覚クイズ】くだらないボケに対して賢いツッコミをせよ！,4877998
2020-04-14,【箱とは限らない】クイズ！何の中身は何じゃろな！？,3833318
2020-04-12,Shibayu the Art,2987717
2020-04-11,オリジナルストレス発散グッズでこの世界を乗り切ろう！！！,2927939
2020-04-10,【罰は靴禁止】一週間きき〇〇したら何でも簡単に当てれちゃうんじゃね！？,3209255
2020-04-10,【フルVer.】デヴィ夫人プレゼンチャレンジ  | 株式会社グレーゾーン・エージェンシー,520062
2020-04-09,【抽出祭り】新時代の調味料を研究してたらバカが多かった！！,5963515
2020-04-08,【カメラドーピング】YouTuber、カメラが回っていたら普段よりも張り切っちゃう習性を調査,5636556
2020-04-07,【簡単で難しい】しばゆー今日何着てくるでしょうクイズ！！！,6073659
2020-04-05,【仕込み多数】｢今から驚かせるね｣と宣言した上で相手チームを驚かせろ！,4141180
2020-04-04,【閲覧二人】２時間の生放送、メンバーしか観てなかったドッキリ！！！,6821455
2020-04-03,第一回！勝手に企業案件のPR動画を作ってこい選手権！,4056483
2020-04-03,【未公開シーン】悪質クレーム対応 | 株式会社グレーゾーン・エージェンシー,711441
2020-04-02,制限時間以内に愛を伝えろ！自分の好きなものプレゼン大会！,3923735
2020-04-01,【46道府県旅行の旅！兵庫県編】国民的スターからの電話でパニック！！！あの映画の聖地巡礼も！,3732192
2020-03-31,【海を目指せ】第一回！！本気紙船選手権！！！,3268144
2020-03-29,【パワープレイ】難しいお題で相手を笑わせたら勝ち選手権！,2469691
2020-03-28,【金額公開】東海オンエアって１ヶ月でいくらお金を使ってるの？,8717787
2020-03-26,【吹いたら退場】シバッハのソロクラシックコンサート,7581695
2020-03-25,東海オンエアの腸内を内視鏡で調べてみたら…とんでもない事実発覚！,6354358
2020-03-24,大人ですもの！なんでも使ってもいい容赦禁止玉入れ！！！,2843100
2020-03-23,EP 10 希望という名の退職届 | 株式会社グレーゾーン・エージェンシー,1013366
2020-03-23,EP 9 闇に消えたサプライズ | 株式会社グレーゾーン・エージェンシー,873182
2020-03-23,EP 8 僕たちの謝罪会見 | 株式会社グレーゾーン・エージェンシー,1130356
2020-03-23,EP 7 かりそめの会食 | 株式会社グレーゾーン・エージェンシー,997455
2020-03-23,EP 6 謎めいた休日出勤 | 株式会社グレーゾーン・エージェンシー,1113120
2020-03-23,EP 5 外資系のララバイ | 株式会社グレーゾーン・エージェンシー,1226536
2020-03-23,EP 4 夢にまで見た有給休暇 | 株式会社グレーゾーン・エージェンシー,1321681
2020-03-23,EP 3 大いなるプレゼン | 株式会社グレーゾーン・エージェンシー,2029237
2020-03-23,EP 2 驚愕の入社式 | 株式会社グレーゾーン・エージェンシー,2065417
2020-03-23,EP 1 男たちの熱き面接 | 株式会社グレーゾーン・エージェンシー,5679861
2020-03-22,新競技｢牛丼1500m｣で好記録連発！？,5518598
2020-03-21,ありもしないクイズ、しばゆーは最後まで信じて付き合うのか！？,4431498
2020-03-20,【鬼あり】トランプを公園全体に散らばせて神経衰弱したら激ムズ難易度だった！！！！,3027119
2020-03-18,【商品化】七味唐辛子ならぬ、七味塩を作ったら驚愕のクオリティ！！！,2930371
2020-03-17,【センス調節】りょうが○番目に喜ぶプレゼントを持ってこいチャレンジ！【うんつけ】,7617773
2020-03-15,【バスケ】ボールが多ければ多いほど派手な試合になって面白いのでは？,2566650
2020-03-14,【祝500万人】勝ったらリムジンパーティ負けたら理不尽パーティ！！！,7046054
2020-03-13,【遅刻撲滅運動】撮影日の朝に時間を一切見ずに行動したら逆に遅刻しないんじゃね？？？,17009564
2020-03-12,【地獄検証】お米って実際のところ何粒でお腹いっぱいになるの？,4130478
2020-03-11,【コント】学生必見！キャラ濃すぎな次世代のスター先生３連発！！！,2069448
2020-03-10,【嘔吐はOUT】東岡崎駅前の居酒屋制覇を目指せ！！飲み歩きゲーム！！！,9628336
2020-03-09,【ゆめまるプレゼンツ】クイズ！素人が十種競技やったらどんな記録になるの！？,6589295
2020-03-09,株式会社グレーゾーン・エージェンシー - OFFICIAL TRAILER,1813027
2020-03-08,屁こいてる場合か！お茶室マナーを学んでワンランク上の大人を目指そう！！！,4890431
2020-03-06,【ガチ授業】もしも東海オンエアが学校の先生だったら…,4814031
2020-03-05,【ペペロン】猛練習したてつしばの料理VS練習なしのりょうの料理,14798785
2020-03-04,【歌詞を可視化】新時代のクイズ！映像イントロドン！！！,3680786
2020-03-03,【46道府県旅行の旅！岡山県編】〜倉敷の美酒とマイティ・ソーを添えて〜,4518696
2020-03-01,【おかげ横丁】食って距離を稼げ！！エクストリーム食べ歩きバトル！！！〜伊勢神宮内宮編〜,4920662
2020-02-29,【新競技】食って距離を稼げ！！エクストリーム食べ歩きバトル！！！〜伊勢神宮外宮編〜,6656998
2020-02-28,【都市伝説】１回押すと１万円もらえるボタンが現れた...,7529511
2020-02-27,【大人の本気】金額無制限！10日間かくれんぼ！！！後編,10725422
2020-02-26,【大人の本気】金額無制限！10日間かくれんぼ！！！前編,12034801
2020-02-23,【暴論で言い勝て】正論禁止！第一回バカ論破対決！！！,3080655
2020-02-22,自腹で｢個人用の宣材写真｣をセルフプロデュースしたらまさかの事件が…,4699621
2020-02-21,【野菜】このモーニングルーティン、何かがおかしい...!!,5165706
2020-02-20,【ドッキリ】覚えが悪いバカを煽りまくったらどれだけキレる！？,3117359
2020-02-19,無理な旅行の準備を最速で！爆速パッキング選手権！！,4515899
2020-02-18,東海オンエアのDNAを分析してみた,3850896
2020-02-16,メンバーの撮った動画の音だけを聞いて完全再現せよ！！！,2459363
2020-02-15,緊急SOS！風呂の水全部抜く大作戦【浴槽に謎の外来種が！】,3393784
2020-02-14,編集で２、４、８倍速にしても普通に見えるように撮影しよう！！！,3173517
2020-02-13,【語彙力UP】くじで決めた｢普段なら使わない言葉｣をバレずに使いこなせ！,4434187
2020-02-12,【歴史的瞬間】人類が初めての〇〇した時ってこんな感じだったんじゃね？？？,2085798
2020-02-11,メンバーのスマホを泥棒して日本全土のどこかに隠しちゃおう！,7967243
2020-02-10,【カオス】メンバーが言った「冗談」を全てCGで映像化するぜ！！！！,3233870
2020-02-08,何が起こっても平静を保て！東海オンエア特別健康診断！,5608282
2020-02-07,【任侠散歩#1】〜世代交代、仁義の盃〜,4427793
2020-02-06,【無茶!?】クソみたいなテーマで映画の予告編作り選手権したら名作が誕生した！！！！,5853203
2020-02-05,【りょうやん】みんなの「お前おかしいよ！」っていう５対１を見つけ合おう！！！,6143771
2020-02-04,【改名はまさかの…】結局誰が一番球技上手いの？ 第１回球技王！【後編】,3879997
2020-02-02,【最下位は改名】結局誰が一番球技上手いの？ 第１回球技王！【前編】,5174595
2020-02-01,【４６道府県旅行の旅！滋賀県編】〜黄昏の湖、道化師の鎮魂歌〜,2823604
2020-01-31,【超難問】これなんの粉末でしょうクイズでブチギレ必至！！！,4501480
2020-01-30,【大ブランク】３回転んだら即終了スノボ！,6189311
2020-01-29,「こんな素材、編集でどうやって使うねん！！」→使います。,2979601
2020-01-28,【答えは実物で】第一回！現物大喜利！！！！！！,2949746
2020-01-26,【家庭事情×作品】自宅にある物だけでジオラマ作り対決！！！,3538798
2020-01-25,【失礼】プロフェッショナルのスゴ業をそんな事に使うな！！選手権,2543601
2020-01-24,【穴を制せ】負けたらピアスの対決！！穴王！！！,6100770
2020-01-23,【運×演技力】相談なしで５人の衣装を揃えて即興コントを演じきれ！,8623538
2020-01-22,しばゆー誕生日！全世界くじで引いた国に行ってこい！！,3142689
2020-01-21,【見た目は〇〇!!】第一回！フェイク料理選手権！！！！！,6425516
2020-01-19,【真・東海オンエア】負けたら１ヶ月◯◯！これが新しい伝説の始まり！！！,2508286
2020-01-18,【負けたら脱退】東海オンエア新メンバー決めじゃんけん大会！！！,3202924
2020-01-17,【成金集団】東海オンエアの金銭感覚は麻痺していないのか！？,8040910
2020-01-16,【負けたらマイティ・ソー】本物の世界の悪しき風習はどれだクイズ！【全二問】,2546714
2020-01-15,動画撮影中にハプニング発生！？一番スマートな対応ができるのは誰だ！,3882182
2020-01-14,【逆になんでもあり】手を使わずにオムライスを調理しなければならない時代がもうそこまできてる・・・！！！！,3029720
2020-01-12,【視聴者アンケート】今までの動画の中で｢一番の名言｣って何？,8754122
2020-01-11,【男たるもの】マシンを意のままに操れ！第一回操縦王！！！,2367534
2020-01-10,"【ダンスバトル】どちらが本物の""リサイタルズ""か決着をつけます。",3927054
2020-01-09,【魔改造】商品の謳い文句を真逆の意味で作り直してこい！,3911510
2020-01-08,【難易度激高】ゲームのワンシーンを完全再現！圧倒的クオリティ！！！,3190179
2020-01-07,【46道府県旅行の旅！佐賀県編】〜なんだ、楽園はここにあったのか〜,7256941
2020-01-05,【どえらいお正月】巨大書き初めで2020年の抱負をダイナミックに書いてみよう！！！！！！,1904754
2020-01-04,【特訓２ヶ月】文理対抗！東海オンエアコンクール！,6633420
2019-12-31,2019年の振り返りと来年の抱負,1387973
2019-12-27,全力封印された1200万円の時計を全力で解き放ちます！！！,5604487
2019-12-26,てつやの1200万円の時計を本気で封印します。,5594787
2019-12-25,【温冷早食い】めっちゃ熱いものとめっちゃ冷たいもので食べやすいのはどっち？,6687817
2019-12-24,【２本カット】普通のカメラでは撮れない｢オリジナル主観動画｣選手権！,2701205
2019-12-22,バスケってたくさん点入るからプロ相手でも１点くらい決められるんじゃ？,3257612
2019-12-21,【ヒント無し】前の人と全く同じ写真撮ってくるチャレンジ！！！,3829539
2019-12-20,【１位は商品化】売れなくてもいい…！珍しい東海オンエアグッズプレゼン大会！,3820056
2019-12-19,手作りイカダで川下り！シーズン４！【後編】,4464995
2019-12-18,手作りイカダで川下り！シーズン４！【前編】,5096988
2019-12-17,【ゆめまるプレゼンツ】しばゆーに無茶振りして何分かかったか当てろ！,2806563
2019-12-15,【ジャンク品】自宅の不要なものをおもしろリペアで有効活用しよう！,5391607
2019-12-14,【男の夢】跳び箱の限界が知りたいのでガチ挑戦します！！！,10531286
2019-12-13,【超豪華】初心者だらけのYouTuber野球対決！！,5272573
2019-12-12,精子観察キットで東海オンエアの精子を測定したらまさかの...,6143896
2019-12-11,【一切笑い無し】てつやを感動で泣かせます。,4813042
2019-12-10,【検証】一週間ガチで呪い続けたらメンバーは死ぬのか？,4869936
2019-12-08,【鍛冶屋】それは無理だろって素材だけで刃物作り対決！！！,4112974
2019-12-07,【バカ商品】東海オンエアショッピングへようこそ！！！！,4160028
2019-12-06,1日全力で努力したらどれだけの数のYouTuberとコラボできるの！？,7476451
2019-12-05,野球の道具を野球以外に使って新競技を考えてみよう！,2473401
2019-12-04,【猛火】1000円以内で自分の財布を｢防火仕様｣にしよう！,7935369
2019-12-03,【意味ない動画】何でも意味のあるこの世で最も意味なかったやつが勝ち！！,3217536
2019-12-01,【46道府県旅行の旅！山梨県編】としみつブチギレ！？旅先で起こったハプニングとは！？,4641433
2019-11-30,【屋外編】跳んで！持ち上げて！走って！俺の能力オークション後編！,5047952
2019-11-29,【全７戦】｢俺ならもっといける！｣の極限を目指せ！俺の能力オークション！,5747628
2019-11-28,【再現率激高!?】手作りノンアルコールビール対決！！！,8136935
2019-11-27,【閲覧注意】この動画を見ると頭がおかしくなります。,3513904
2019-11-26,【何それ】この動画の冒頭、てつやはなんて言ったでしょう！！！,4220894
2019-11-24,女子なら顔見ただけでメイクの名前分かるに決まってるわよ！！！,4860688
2019-11-23,【謎料理】千と千尋のお父さんがズボボボしてたアレを作ろうとしてみたら...,7291112
2019-11-22,【vs東大生】正解したら罰ゲームを受けることができるクイズ大会！,5721858
2019-11-21,【騒音注意】5000円以内で大きい音出した方のチームが勝ち選手権！！！！,3841764
2019-11-20,【ふりかけ愛】今話題!?の「再現ふりかけ」にてつやが大ハマりしてます。,5881931
2019-11-19,【普通は２年かかる】制限時間３時間で味噌作り対決！,8672271
2019-11-17,【先を読む力】このポケモンの次の進化、果たしてどうなる！？,5387043
2019-11-16,【画伯再来】イラストに命を吹き込め！GIF作り選手権！！！,3855660
2019-11-15,リサイタルズ - ｢俺らリサイタルズ｣［Official Music Video］,21962151
2019-11-14,リサイタルズ「YouTube ライブ配信！」,1035325
2019-11-14,【無加工】何かしらでパンパンに埋もれたサムネを作ってくる対決！！！,3933878
2019-11-13,樫造 譜面太郎 (73),2205865
2019-11-12,ドラマ撮影中、ワンカット毎にお酒一杯飲んだらどうなっちゃうの！？【後編】,6942532
2019-11-11,ドラマ撮影中、ワンカット毎にお酒一杯飲んだらどうなっちゃうの！？【前編】,9094678
2019-11-10,【検証】｢氷漬けにしたものを割ると中のものごと粉々になる｣描写って現実世界でありえるの？,4653368
2019-11-09,【視力悪すぎ】モザイクの世界で戦え！第一回裸眼対決！！！,5198437
2019-11-08,【散財】ハイブランド服屋さんで一番攻めた格好を買って来た奴が優勝！！！！！！,7079115
2019-11-06,【事件発生】｢なんで落ちてるの？｣っていう珍しいものを拾ってこい選手権！,5109604
2019-11-05,【新感覚脳トレ】クイズ「この画像なんて読む！？」,3546692
2019-11-03,【テンション爆上げギャン太郎!?】「ゆめまるの恩返し」,4221529
2019-11-02,【46道府県旅行の旅！和歌山県編】〜バブル爆発アドベンチャー〜,3851255
2019-10-25,メンバーの好きな映画のシーンを全部合わせた１つの映画作ってみた！！！,4415680
2019-10-24,友達が３人いないと観られない動画 【右下】,576782
2019-10-24,友達が３人いないと観られない動画 【右上】,435623
2019-10-24,友達が３人いないと観られない動画 【左下】,424565
2019-10-24,友達が３人いないと観られない動画 【左上】,902459
2019-10-22,【超展開必至】リレー形式でいらすとやアニメ対決！！！,4567816
2019-10-20,【いい匂いはNG】｢臭くておいしい料理｣選手権！,6838587
2019-10-19,【文理決戦】３回引き分けするまで終われない対決！！！後編,3851739
2019-10-18,【文理対抗】３回引き分けするまで終われない対決！！！前編,5471960
2019-10-17,【ベッカムの位置】そろそろ俺らも華麗なシュート決めれるっしょ！！！,11732467
2019-10-16,【鬼畜】このゆめまる、何故息切れしてるでしょう！？,3493430
2019-10-15,あまりにカットが多すぎるドラマ,1801215
2019-10-13,【時代は世界】東海オンエアの動画を全部英訳して完全再現してやったわ,3391608
2019-10-12,【祝６周年】ついにあいつに彼女が！？超怒涛の１年を振り返りまくりSP！！,4272636
2019-10-11,ダジャレだらけの映像を作りダジャ連鎖のダジャレジェンドになろう！！！,3279319
2019-10-10,【10月】海！BBQ！キャンプ！時間内に失った夏を取り戻せ！,6337828
2019-10-09,【フリースタイルダンジョン】てつや、フリースタイルラップに初挑戦でモンスター達に打ち勝てるか!?,3288507
2019-10-08,【絶対可愛い】作り方知らない男達が想像で巨大マシュマロ作ってみた,10660909
2019-10-06,CG伝言ゲーム！！！,2518647
2019-10-05,【工藤新一】暗号を解読して誘拐された人質を助け出せ！ 後編,3432207
2019-10-04,【工藤新一】暗号を解読して誘拐された人質を助け出せ！ 前編,4964364
2019-10-03,【再生屋】しばゆーが作った地獄料理をリメイクして食べられる物にしてあげたい,7478351
2019-10-02,【神に届け】祈れ！叫べ！届け俺らの想い！雨乞い選手権！！！,3096434
2019-10-01,【46道府県旅行の旅！秋田県編】〜山奥を進んだ秘湯で得た安らぎ〜,6549050
2019-09-29,【水中生活】1万円でどれだけ水の中にどれだけいられるか選手権！！！,7217900
2019-09-28,【酔酔酔】当てるまで終われない利き日本酒,6504769
2019-09-27,【スクープ】メンバーの不祥事が流出！！ヤラセ週刊誌選手権！！,3308334
2019-09-26,【活動自粛】やらかしたメンバーを編集で無理やり謹慎処分にします。,3619443
2019-09-25,【衝撃のオチをつけろ！】第一回！まさかの結果に！？選手権！！！！,4710706
2019-09-24,【現場検証】痕跡を手がかりに｢誰が何をしたか｣推理せよ！,4577379
2019-09-22,【悪口力向上】物体を全力で罵倒してたら魂が宿って大論争が勃発！！！,3281121
2019-09-21,【検証】うっかり寝ないために｢絶対寝れないポーズ｣を編み出そう！,3745052
2019-09-20,【しばゆープレゼンツ】この映像、カメラマンはどんな状態！？クイズ,1947922
2019-09-19,【古代エジプト凄い】ファラオのルーツを楽しく学ぼう！ファラ王！！,3877712
2019-09-18,【歴６年目】なんの撮影か内容が一切わからない状態で編集してもいつも通り動画が完成するに決まってるだろ！！！！,7833432
2019-09-17,【マニア向け】転載動画でよくある｢〜集｣を僕たちも作りたい！,6633074
2019-09-15,【ゆめまる・しばゆー挑戦】手作りお化け屋敷でメンバーに悲鳴をあげさせろ！後編,2906782
2019-09-14,【としみつ・てつや挑戦】手作りお化け屋敷でメンバーに悲鳴をあげさせろ！前編,4761429
2019-09-13,【本格的】手作りお化け屋敷でメンバーに悲鳴をあげさせろ！準備編,4102917
2019-09-12,お肉を一切使わずに｢肉料理｣対決！,5220310
2019-09-11,【若気の至り】昔の俺、なんて引用リツイートしたでしょう！？,6397044
2019-09-10,【謎動画】名前がついていない現象に名前をつけよう委員会,3097225
2019-09-09,【全っ部嘘】親友同士なら思い出の場所に集合できるはず！！！後編,2131334
2019-09-07,【初めての土地】親友同士なら思い出の場所に集合できるはず！！！前編,3111897
2019-09-06,【検証】完全食のみで人は1ヶ月生活することができるのか,7308639
2019-09-05,【岡崎帰りたい】東京で野生動物を探してたら展開無さすぎてみんなキレた！,2793707
2019-09-04,【ついに最終回!?】ゆめまるの好きなもの押し売り選手権！！！,6592929
2019-09-03,【全３種目】とにかく負けたやつが勝ち！！雑魚選手権！！！,4851216
2019-09-01,【46道府県旅行の旅！大分編】〜別府&湯布院！！秘湯探しに食べ歩き！！！〜,4892001
2019-08-31,【大食い力測定】シュウマイを全員限界まで食べて己の力を知ろう！！,9419223
2019-08-30,【てつや監修】コーヒーの限界を超えた味を探してきました。,5645431
2019-08-29,【意見真っ二つ】Twitterアンケート機能で『50：50』の生み出し対決したら大盛り上がり！！！,5087738
2019-08-28,【外せば自腹】世界１！？高級なしょぼい物の値段当ててみよ！！,6438044
2019-08-27,【文集チェック】東海オンエアって、小学生の頃からおもしろかったの？,5936177
2019-08-26,【検証】一週間ゆめまる漬け生活をすればゆめまるの夢は見れる！？,4820722
2019-08-23,【リベンジ】ゆめまるのおばあちゃん、大喜利でなんて答える？,2660734
2019-08-22,【第一回】この笑い声、一体誰の笑い声！？,3299032
2019-08-21,【半分飲み会】大人が全力でおねしょに挑戦します,10918792
