投稿日,タイトル,再生数
2018-04-24,【検証】ヒカキン、メガネなしなら気づかれない説 【北海道 札幌編】,3520810
2018-04-20,【1400万円】ルイ・ヴィトン × シュプリームのトランク&スケボー開封！【Louis Vuitton × Supreme Trunk】,11412407
2018-04-18,iPhone8 Red 開封！ピッカピカで超カッケェ！【PRODUCT RED】,3773473
2018-04-14,パンじゃなくてトマトではさんであるハンバーガーがヤベェw【とま実バーガー】【モスバーガー】,1709560
2018-04-13,【セイキンジュニア誕生】ヒカキン、ガチでおじさんになりました！【ポンちゃん出産】,10949755
2018-04-13,弁当100種類食べれるまで帰れません！ヒカキン×フィッシャーズで語りまくる動画！,13331102
2018-04-06,【放送事故】発狂しながらペロペロバトルwww【フィッシャーズコラボ】,18704635
2018-04-04,UUUMガチャ引きまくってコンプリート!?,4632681
2018-03-31,みなさんに謝りたいことがあります。,5381986
2018-03-31,【30万円】我が家に犬がやってきた！【AIBO】,10867383
2018-03-28,【なにこれ!?】色が変わりだすレモネードが不思議ぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃぃ！,1745746
2018-03-27,【もはや鏡】アルミホイル2日間ハンマーで叩いたら超ピカピカの鉄球出来たw【ボール】,17564595
2018-03-24,ヒカキン&マホトで関西コレクションのランウェイ歩いてみた！【関コレ】,2189328
2018-03-23,ポップコーンとかワンタンとか焼きそばとか意味わからなくて暴走www,2362509
2018-03-17,【世界初!?】プロユーチューバーになりました！【プロYouTuber】,2751377
2018-03-16,【大食い】超高級イチゴタワー全部食べれるまで帰れません！【1粒400円】,21615618
2018-03-14,YouTubeの黒い部分について話します。実はもう真っ黒です。,1884477
2018-03-13,【検証】ヒカキン、メガネ外せば街で気づかれない説【新潟駅編】,2980065
2018-03-11,【超大量開封】ユーチューバーチップスでレアヒカキンカード引けるかバトルしたらまさかの結果にwww,8268388
2018-03-09,【ユーチューバーの闇 】みきぽんの本性がヤバすぎた…,3251384
2018-03-07,バーバパパドーナツがウマすぎて感動したお話【クリスピークリームドーナツ】,5450380
2018-03-04,成功者ヒカキン、語ります。,1545728
2018-03-03,【旅動画】 一泊16万の超高級ホテル！ヒカキン&マスオ愛媛松山の旅！,14993479
2018-03-02,初めてはじめしゃちょーの家行ってみた！,8690319
2018-03-01,【閲覧注意】おしっこ飲んでみたwww【尿】,5532488
2018-02-26,ユーチューバーチップス大量開封してヒカキンレアカードを当てる！【YouTuberチップス】,7479897
2018-02-24,"【1箱2,000円】幻の森永ダース『パンダース』を入手しました！【森永DARS】",1849747
2018-02-22,Mステ２時間スペシャル出演決定の喜び,1079784
2018-02-20,ポムポムプリンまんにケツの穴が無い件… 【肛門】,1974820
2018-02-18,新居のベッドでトリプルアクセル? 余裕だろwww 【フィギュアスケート】,1384436
2018-02-16,新居のキングサイズのベッドで暴れる28歳独身男性【ヒカキン新居】,3643529
2018-02-15,カップヌードルポテナゲにガチのポテナゲ入れて最強にして食べてみたwww,2642993
2018-02-13,みんなでチョコグラスでビール飲んだら大惨事!?,12901594
2018-02-11,スーパー店員時代のヤバい話 #2 【腕ヤバいやつ来た事件】,7991384
2018-02-09,【160万のPC】フルスペックのiMac Proがキター！【ヒカキン流買い物論】,6229563
2018-02-08,【暴露&本音】ヒカキンのぶっちゃけ質問コーナー！,3589237
2018-02-06,セブンイレブンのベーコンエッグおにぎりが超絶美味いらしい…,2458027
2018-02-05,【閲覧注意】負傷しました【第1回負傷TV】,3202706
2018-02-02,カワウソの赤ちゃん抱っこしたら超カワイイwww,13889076
2018-02-01,ダウンタウン浜田さんにひっぱたかれましたwww【本音でハシゴ酒】,5183151
2018-01-31,タクシー運転手にブチ切れました【愚痴動画】,3703078
2018-01-30,バクモンビートボックス,1063142
2018-01-28,夜一緒に寝る子を紹介します,3119677
2018-01-27,ヒカキンとサム・スミスで顔交換したら大爆笑www【HIKAKIN × Sam Smith】,1098561
2018-01-26,マスオTV100万人突破の瞬間が嬉しすぎて暴走www【祝福】,6986638
2018-01-24,【超高速】全力の早口で商品紹介してみたwww【コカ・コーラピーチ】,3736525
2018-01-22,【鼻終了】臭いものだらけのにおい展行ったら鼻おかしくなったwww【加齢臭】,7805805
2018-01-21,スーパー店員時代のヤバい話【シュークリームブチ切れ事件】,4293735
2018-01-19,一般人格付けチェック？100点余裕だろwww,1363127
2018-01-18,夜のユーチューバー、ヒカキン,2150666
2018-01-17,【ドッキリ】マックスむらいをトイレットペーパーで生き埋めにしてみたwww,2521620
2018-01-16,【女の子の足の裏味の唐揚げ】がまさかの味だったwww,2090712
2018-01-14,JK語検定本気でやったらまさかの結果にwww,3089095
2018-01-13,"超巨大な ""ブラックサンダー大金紛"" がデカすぎたwww【3917kcal】",6187327
2018-01-11,Siriのおみくじで凶出るまで終われませんwwwまさかの大大大吉!?!?!?,1584738
2018-01-10,【暴走】ケーキ、カゴごと全部食べたるわwww【インスタ映え】【インスタグラム】,2333727
2018-01-09,YouTubeから届いた謎の白い箱の中身がありえないものだった…,4030614
2018-01-08,【総額???万円】ルイ・ヴィトンで変わったもの大人買い！【スネキンTV】,3776177
2018-01-07,誰もいない夜のUUUMに侵入してみた。。。,1697179
2018-01-06,【超高級】家族に200万円のおせちをごちそうしたらヤバすぎたw【親孝行】,10955579
2018-01-05,逃走中でハンターから逃げまくってみたw【賞金120万円】,7034063
2018-01-04,"400万の純金ハンドスピナー分解してみたw【金の延べ棒】【$40,000  24K Fidget Spinner 】",3414544
2018-01-01,【大暴走】雪にダイブして雪食べまくるwww【恒例行事2018年ver.】,7245734
2017-12-31,【ヒカキンTV 2017】名場面動画メドレー！,6518619
2017-12-30,いきなりLINEスタンプ500連発したら人はどんな反応をするのか？,7822570
2017-12-29,【大食い】1個1000円の金のシュウマイ全部食べるまで帰れません！【からし入りドッキリ】,18361950
2017-12-28,【ドッキリ】東海オンエアのてつやをビルから落とすドッキリwww【ヒカキンTV】,7552014
2017-12-27,【閲覧注意】呪いの毛ボール育成はじめました【ヒカキンの地毛】,2576175
2017-12-26,"400万円の純金ハンドスピナー買ったらヤバすぎたwww【金の延べ棒】【$40,000  24K Fidget Spinner 】",7465788
2017-12-24,彼女とラブラブデートしてみた【プライベート暴露】【ヒカキン流デート】,10437947
2017-12-23,【裏話】Mステの裏がヤバすぎたので話します！【Mステスーパーライブ2017】,2753317
2017-12-21,Mステの裏側を撮影して来ましたw,4483650
2017-12-19,YouTubeからクリスマスプレゼントもらった！！！,2466255
2017-12-18,【悲報】ヒカキン、テレビで号泣…その時の映像がこちら,5939263
2017-12-17,【新居】ヒカキン、２つ目の家を借りました！,5307325
2017-12-15,縄文土器でラーメン食べたら大爆笑www(フタの向き逆でした😂),1954876
2017-12-14,【貴族の遊び】超高級純金トランプ家中にバラまいてみたwww,3146409
2017-12-12,とーろくとうろく♪のエンディング復活じゃああああああああぁぁぁぁぁ！！！,7049194
2017-12-10,ゔゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇっゔぇゔぇゔぇゔぇゔぇゔぇゔぇゔぇっゔぇゔぇゔぇ,3050621
2017-12-08,【私物】YouTuberヒカキンのバッグの中身を全てお見せします！,3540130
2017-12-07,【喧嘩】1人YouTuberあるあるやってたら喧嘩になったwww【ユーチューバー事情】,1500534
2017-12-06,【味覚終了】激辛ヌードル辛さ108倍にして食べたら頭おかしくなったwww,6982729
2017-12-04,ヒカキン流コンビニ爆買いwww【プライベート・日常】,10737560
2017-12-03,ヒカキン握手会でまた大暴走www【福岡】,9513061
2017-12-01,ヒカキン&セイキン Mステ出演決定！【Mステスーパーライブ2017】,1880223
2017-11-30,ぶっちゃけ質問コーナー生配信！,941682
2017-11-29,YouTubeのウザい広告自力でやってみたw【1分耐久】【Tik Tok】【パロディ】,9404820
2017-11-28,はみだしちゃったw,1635291
2017-11-27,激レア2DS LLに謎のボタン発見したwww【ピカチュウエディション&モンスターボールエディション】,1621379
2017-11-26,【超神引き】スーパーマリオ オデッセイ1番くじでかつてない超神引き！,2312933
2017-11-24,幽霊触っちゃいました…【心霊現象】,11164129
2017-11-23,『逃走中』に出て本気で逃走したらヤバいことにwww,7683343
2017-11-22,カビゴンを愛してしまった男の物語,1922391
2017-11-21,カービィまんをひと口で超残酷に食べてみたw カービィ商品大人買い！,1679598
2017-11-20,【心霊】動画で背後にヤバイものが映り込んでました【恐怖映像】,14723618
2017-11-19,東海オンエア&ヒカキンで大暴れしてみたwww【UUUM加入 & U-FES 2017】,7958947
2017-11-17,奇跡が起きました。。。,2669733
2017-11-16,1秒で誰でもユーチューバーになれる魔法のような商品！【ジャパネットひかた】,1908048
2017-11-15,【お値段◯◯万円】超高級大仏キャンディ食べてみた！,2428721
2017-11-12,【悲報】iPhone XからiPhone 8にしました,8820922
2017-11-10,水中ドローンで海の中みたら巨大魚が!?,2847046
2017-11-08,【〇〇万円！】最高級のアップルウォッチシリーズ３でセイキンに電話してみたw,4866170
2017-11-06,母親にペヤング『もっともっと激辛MAX』食べさせたらヤバいことにw,2489029
2017-11-05,大切なものを無くしました…,13710862
2017-11-04,【悲報】iPhone X、水没 & 全力の変顔でFace ID(顔認証)やったらまさかの結果に！,8191668
2017-11-03,【ドッキリ】本気で変装してマスオ襲うドッキリwww【特殊メイク】,7694479
2017-11-02,ヒカキン vs 草なぎ剛！コーラ一気飲みバトルしたらまさかの結果に！【負けたらデスソース】,8469591
2017-10-31,【卵1個1200円】日本一高い卵かけごはん作ったらヤバすぎたw【TKG】,26700133
2017-10-29,ハロウィン質問コーナー生配信！何でも質問してちょ！,1855818
2017-10-28,ニンテンドースイッチ スーパーマリオ オデッセイ セットまさかの当たったー！,7372537
2017-10-27,誰でも来れるヒカキン&セイキンハウスが完成！,2844892
2017-10-26,ミステリーだねぇ。。。,1256307
2017-10-25,"7,000人てすごいよねぇ…",899706
2017-10-24,自分買ってみた,3821113
2017-10-22,【超巨大】丸ごとかぼちゃプリンがやばすぎたw【ハロウィン】,1588771
2017-10-21,【暴露】雑草の裏話【秘話】,1909783
2017-10-20,【悲報】ゴキブリを愛してしまいました【閲覧注意】,8173776
2017-10-19,雑草 / ヒカキン＆セイキン【メイキング】,6335954
2017-10-18,【暴露】ヒカキン&セイキンは雑草です。,3947990
2017-10-17,【閲覧注意】指と目玉が入ったピザ!?がグロすぎた。。。,3577336
2017-10-15,7万3000円の最高級松茸が丸かじりしたらヤバすぎたw,7621834
2017-10-13,無人島探検したらまさかの海賊旗と宝箱発見!?【ヒカキン×釣りよかでしょう。】,2796934
2017-10-11,初めて船で釣りしたら釣れすぎたwww【ヒカキン×釣りよかでしょう。】,3505601
2017-10-09,カップヌードルの謎肉40倍にして食べたらもはや土だったwww,5027681
2017-10-06,セイキンに最高のサプライズプレゼントあげてみた！,3470815
2017-10-05,ニンテンドークラシックミニスーパーファミコンで感動しすぎて死にそう…,9108424
2017-10-04,【閲覧注意】ゾンビアメの見た目がホラーすぎてヤベぇwww,1464949
2017-10-03,ドラえもんのクッションに腕突っ込むwww,848857
2017-09-30,NMB48のライブに乱入してみたwww,3995896
2017-09-29,食パンソファベッドが最高すぎるwww,3208867
2017-09-28,初！生放送で商品紹介してみたら爆笑www,2637336
2017-09-27,生放送質問コーナー！ガンガン質問してちょ！,1635422
2017-09-26,透明なミルクティーだと。。。俺は信じんぞ！,3292732
2017-09-25,家売りますwww,2542696
2017-09-23,【悲報】iPhone8、風呂に沈む,7643941
2017-09-22,【暴露】実はヒカキンには2人の娘がいます。。。,39517923
2017-09-21,ヒカキン、ポケモンマスターになりました,2727306
2017-09-19,やつが帰ってきやがった…,2044579
2017-09-17,【愚痴動画】ヒカキン、外歩けなくなるwww【悲報】,7956801
2017-09-16,ヒカキン × SEKAI NO OWARI！セカオワハウスに潜入してセッション！【RAIN】,6626668
2017-09-14,お風呂で巨大ゴキブリとバトルwww,11879009
2017-09-12,ヒカキン、斎藤さんデビューしたら全然信じてもらえずwww,7606586
2017-09-09,YouTubeから謎のダンボール箱が届いた。。。,2605445
2017-09-08,iPhoneでヒゲがそれるだと！？指毛そってみたwww,1257820
2017-09-05,YouTuberのお金事情を暴露!?,5566213
2017-09-04,虫とりに行ったら超奇跡的なことが起きた！,5912997
2017-09-02,ヒカキン握手会で大暴走www【名古屋】,12945177
2017-08-31,【500発】自分で花火大会開催したらヤバすぎた！,4832092
2017-08-30,上場セレモニーで鐘おもいっきり叩いてみたw 【UUUM】,1061342
2017-08-30,夏の終わりに生配信！,956414
2017-08-28,【悲報】ヒカキン、通帳を見てヨダレを垂らす…,5826401
2017-08-27,ヒカキンTV登録者500万人突破を秋葉原で祝ってもらったw,1481727
2017-08-25,ぼくたち、休みます,8084853
2017-08-23,はじめしゃちょー×ヒカキン×シルクで虫入りチョコジャンケンバトルwww,12555479
2017-08-22,【難易度世界一!?】ありえないルービックキューブを手にいれたwww,2398860
2017-08-21,【1等は高級料理!?】1回500円のガチャでメシが決まる「ガチャめし」やりに兵庫へ！,5573450
2017-08-20,【PHSコラボ】虫食いジャンケンバトルやったらガチでやばいことに…【閲覧注意】,9531158
2017-08-18,【悲報】昨日の動画にゴキブリ映ってんだけど…【閲覧注意】,8836893
2017-08-17,【恋愛】YouTuberで最もモテる男マホトのモテ講座！デート必勝法！【告白】,3199464
2017-08-16,即完売のスプラトゥーン2 nanacoフィギュアがｷﾀ━(ﾟ∀ﾟ)━！ヒカキンnanacoデビュー!,1466260
2017-08-15,ヒカキンから重大発表があります,3494261
2017-08-14,【PHSコラボ】30万のドンペリでメントスコーラやったらパリピすぎたw【ヒカキン×マホト×PDS】,7064540
2017-08-12,【当選発表】ニンテンドースイッチ スプラトゥーン2セット10名様【プレゼント企画】,1879240
2017-08-11,1本300万円のワインと3万円のワインを当てられるか！フィッシャーズ×ヒカキン！YouTuber格付けバトル！,8345300
2017-08-10,1万円でクレーンゲーム100回やったら何個取れんの？,23416824
2017-08-09,【閲覧注意】また超巨大ゴキブリが出現！壮絶バトル！,13208958
2017-08-08,ヒカキン×マホト×PDSでやって欲しいことある？リクエスト募集！,1480932
2017-08-08,ヒカキン、明石家さんまさんに会う！ホンマでっか!?TV出るよ！8月9日(水)21時から！,1135065
2017-08-07,ドラクエ11グッズ大人買いしてみた！【PS4、2DS LL、コントローラー】,2380010
2017-08-06,ヒカキン、握手会で暴走www,2505264
2017-08-05,半年待ちの超人気商品がついに届いた！！！,5984396
2017-08-04,ヒカキンドラゴン vs セイキンロボwww,1699480
2017-08-03,【超閲覧注意】ヒカキン vs 巨大ゴキブリ【2017ver. 】,11511002
2017-08-01,【悲報】ヒカキン、週刊誌に撮られる…,7585270
2017-07-31,登録者計1000万人突破記念の生配信ぶっちゃけトーク！,4725063
2017-07-30,【サプライズ】セイキンの誕生日に最強の猫プレゼントしてみた！ 【ポンちゃん】,3738582
2017-07-29,ヒカキンと一緒に九州北部豪雨の募金しませんか？【拡散希望】,1567368
2017-07-28,【プレゼント企画】ニンテンドースイッチ スプラトゥーン２セット10台10名様にプレゼント！,6233090
2017-07-27,【閲覧注意】1年冷蔵庫で熟成させたパイナップル食べたら危なすぎた【真似しないでね】,2510709
2017-07-26,アイス何段重ねられるかチャレンジ！目指せ10段！,5686251
2017-07-25,【閲覧注意】1年間冷蔵庫で熟成したバナナ食べたらシビれた…,4603271
2017-07-24,60万円の金のモンストネックレスがついに届いたwww,4210210
2017-07-23,神引きｷﾀ━(ﾟ∀ﾟ)━!!! スプラトゥーン２の一番くじ引いてみた！,2937948
2017-07-22,【超高級】5万4000円の弁当がヤバすぎたwww,7172849
2017-07-21,スプラトゥーン２グッズ爆買いしてみた！【Splatoon2】,6991121
2017-07-20,AIロボットの知能がヒカキンを超えている!?【COZMO】,5159689
2017-07-19,ヒカキンTV６周年！ありがとう！,3276915
2017-07-18,汁なし…,1880310
2017-07-17,スプラトゥーンブキコレクション２箱買いしてみた！,8692704
2017-07-16,YouTuber展行ってみた！,3145874
2017-07-15,すいか団子がスイカすぎてヤベェwww,4228132
2017-07-14,自撮り出来る超小型ドローンが未来すぎた…【AirSelfie】,2375499
2017-07-13,アイスでDJが出来るだと!?www,11974189
2017-07-12,ヒカキン、妖精になる,2211794
2017-07-12,ダウンタウンDX出るよビートボックス,1369866
2017-07-11,タダでiPhone7プレゼントしません！,3044995
2017-07-10,ヒカキンの黒歴史を暴露します,1685985
2017-07-09,スイカパンがリアルすぎてマジヤベェ！！！,5621968
2017-07-08,ヒカキン、人生で最大の買い物をする 【1500万円】,15379150
2017-07-06,50倍チョコボールがデカすぎて食べれねぇwww,20997496
2017-07-05,2500円の超高級パナップがヤベェwww,2122075
2017-07-04,超大量のハーゲンダッツで冷凍庫パンパンにしてみたw,6503653
2017-07-02,10分間全力で笑い続けてみたwww【ノーカット・耐久シリーズ】,1291051
2017-06-30,ヒカキンvsセイキンでタマゴ30個割りまくりバトル！【うまれて!ウーモ ミニ♡】,8407686
2017-06-29,1時間無言でにやけ続けてみた(ノーカット),1655808
2017-06-29,明日の朝めざましテレビにヒカキン出るよん♪見てねー！,653925
2017-06-28,助けて。兄ちゃん。。。,13749705
2017-06-27,明るいねぇ…,1684904
2017-06-25,家の壁が光り出したんだが,1527676
2017-06-23,ハンドスピナー付きスマホリングが意味不明すぎて爆笑www【Fidget Spinner】,3674445
2017-06-22,生GACKTさんがヤバすぎた件,2125082
2017-06-21,【お願い】もうやめて。。。,6822057
2017-06-20,【悲報】メルカリにヒカキンが売られてた,5089450
2017-06-19,超高級トイレットペーパーでおしりふいてみたwww,2068131
2017-06-18,実は僕、変態なんです,2600662
2017-06-17,【最強決定】ハンドスピナー頂上決戦！民族 vs ニセ民族！【ヒカキン vs セイキン】【Fidget Spinner】,14175747
2017-06-15,え!? 中学の時のG-SHOCKの値段が〇〇万円にはね上がってたw,2465045
2017-06-14,過呼吸キンライブ。生質問コーナー,1950741
2017-06-12,大事件が発生しました,10376186
2017-06-11,【お値段◯万円!?】ガチの金で出来た耳かき買ってみたwww,1610588
2017-06-10,ロッテリアで同意書にサインさせられた件…,5645909
2017-06-08,無言で大阪行ってたこ焼き食べてすぐ帰ってくる動画,5962418
2017-06-06,実はYoutuberじゃないんです,5251571
2017-06-05,寿司屋で喧嘩売られました,8785248
2017-06-04,【◯◯◯万円!?】店のもの全部下さいって言ったら超大変なことになった…,30466588
2017-06-02,1日で沖縄の海入って北海道のみそラーメン食べて帰ってこれるのか旅行,17069131
2017-06-01,ローソンのドラクエくじで神引きしました！,2021811
2017-05-31,UFO BIGわさびマヨ地獄が地獄どころじゃない件w,5328869
2017-05-30,コンビニで喧嘩売られました,10684027
2017-05-29,調べたらamazonで1ヶ月〇〇万円も使ってた…,4969185
2017-05-28,とにかくデカいものを口にブチ込む動画www,2911068
2017-05-27,◯◯万円の梅干し食べてみたらヤバすぎたwww,4838377
2017-05-26,電動ドリルの超高速回転でアメ舐めたら大変なことにwww,15049246
2017-05-25,YouTuberの黒幕、YouTube界のドン、ヒカキン,1963049
2017-05-24,ハンドスピナーどれが一番長く回るか選手権！ヒカキン vs セイキン！【Fidget Spinner】,14239052
2017-05-22,ユニクロの任天堂コラボTシャツ全種類買ってみた！,1131553
2017-05-21,うさぎ島でウサギに埋もれてみた！廃墟にもウサギが!?,14578098
2017-05-20,うさぎだらけのうさぎ島へヒカキンが行く！【上陸編】,3217564
2017-05-19,超久々にランドセルを背負ってみたwww(小学22年生),3135941
2017-05-18,皮ごとバナナ食べてみたw,6277412
2017-05-17,キツネ食べるよ…,2147417
2017-05-16,パインアメ味のポテトチップスがマジでパインパインしてやがるぜ,1606191
2017-05-15,ダンジョン買ってみたw,1589456
2017-05-14,チーン…,3929791
2017-05-13,デカすぎる…,5122233
2017-05-12,色んない･ろ･は･す全部混ぜたら何味になるの？,7859423
2017-05-11,笑いが止まらねぇw,2283431
2017-05-10,裏ヒカキンTV,2810152
2017-05-09,お茶漬け食べようとしたら事件が起きた,2995460
2017-05-08,のりたま焼うどんに感動した28歳独身男性の物語,2586359
2017-05-07,どれが本物のヒカキン!?,4192848
2017-05-06,700個に1個の超激レアからあげクンを狙う！,1997824
2017-05-05,生質問コーナー！ライブで質問答えまくるよん！,3097773
2017-05-04,金の再生ボタン３個ヒカキン家にやってきた！,2623687
2017-05-03,おはし食べてみたwww,3998995
2017-05-02,渋谷と原宿に出没してみた,2253337
2017-05-01,ガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタガタ…,6428307
2017-04-30,YouTuberのみんな、気をつけて,5586891
2017-04-29,ヒカキン密着24時 〜YouTuberの裏側〜,12359270
2017-04-28,超巨大パナップ作ってみた！,16126224
2017-04-27,ヒカキンめざましテレビにスタジオ生出演【4月28日(金) 7時13分頃から】,484263
2017-04-27,星のカービィ25周年１番くじで神引きしたw,2829153
2017-04-26,マヨネーズ一気飲みしてみたw,2307332
2017-04-25,ヒカキン漫画になります！【HIKAKIN物語】,3179849
2017-04-24,【兄弟対決】ヒカキン vs セイキンでラジオコントロールバトルw【バクソーハーエヴォ】,7946464
2017-04-23,【恐怖】黒ずくめの男が家にやってきた…,2041446
2017-04-22,【超高級】フランクミュラーの○○万円iPhoneケース買ってみた！,2735006
2017-04-21,誕生日に巨大クラッカー買い占めて全部発射したら大変なことにw,6131857
2017-04-20,28歳へのカウントダウン,1148924
2017-04-20,アスレチックでマスオを襲撃してみたw,11743796
2017-04-19,宇宙一ヤバいクリーパーぬいぐるみがやってきたw【マインクラフト】,2159721
2017-04-18,『プチU.F.Oビッグ』がデカイのか小さいのかハッキリさせたるわw,1631192
2017-04-17,うどんグミ食べてみた！,3918569
2017-04-16,ミニストップの肉弁当のごはんの量が笑えるレベルw,4432078
2017-04-15,【販売休止】ピザポテトを美味しそうに食べて自慢する動画【スネキンTV】,3556471
2017-04-14,ヒカキン×キングカズで巨大サッカーボールおにぎり作ってみた！,4429170
2017-04-13,マインクラフト変形武器がハイテクすぎたw,7547341
2017-04-12,【危険】ペヤング酸辣MAXがありえない酸っぱさだったwww,3258315
2017-04-11,【さわるな危険】デンジャーボックスが暴走,5769846
2017-04-10,50個限定の超高級ブルガリチョコがヤバすぎたw,4680036
2017-04-09,YouTuber最強カメラ!? GH5で色々遊んでみた！,1744903
2017-04-08,20年前のたまごっちが帰って来た！復刻版全種類買ってみた！,1431904
2017-04-07,【PPAP】パンパイナッポーアッポーパン食べてみた！【PIKOTARO】,2029278
2017-04-06,ヒカキンTV登録者400万人突破の瞬間と日本のYouTubeのヤバさついて語る,4365698
2017-04-05,【閲覧注意】ヒカキンの胃の中お見せします【胃カメラデビュー】,4611337
2017-04-04,ウォーリーを探せパンツでウォーリーを見つけるの超難しい件,824852
2017-04-03,小学1年生の付録で遊ぶ小学21年生(27歳独身男性),3626251
2017-04-02,明日朝のめざましテレビ出ます！6時50分くらいから！,748415
2017-04-02,マインクラフトの弓矢の威力が想像以上だったw,7016367
2017-04-01,エイプリルフールYouTuberあるある,1781122
2017-03-31,【海釣り】ヒカキンTV初の釣りで大物ゲット！？,5600569
2017-03-30,ライザップ飲んでみた！,1371043
2017-03-29,新発売のカップヌードルぶっこみ飯が熱くて食えねぇwww,2932595
2017-03-28,ぐでたまがラップしはじめたwww,1184953
2017-03-27,ペヤング背脂MAXが予想を裏切ってきやがったぜ…,4605253
2017-03-26,真っ赤なiPhone Redがやって来た！【iPhone7 Plus PRODUCT RED】,3916046
2017-03-24,空飛ぶ巨大ドラえもんラジコンの迫力がやべぇwww,6691931
2017-03-23,マインクラフト収納ボックス全種類買って色々収納！,2531503
2017-03-22,シュークリーム飲んでみた,1937273
2017-03-21,ユーチューバーってなんなのさ？ みんなが思うYouTuberって？,2862225
2017-03-20,スパゲッティを自動で巻いてくれるフォークがマジで面白かったw,3203156
2017-03-19,ヒカキンTV生配信！1時間みんなと雑談♪ (2017/03/19),2050915
2017-03-18,【自炊開始】バルミューダ ザ ゴハンがやってきた！【最強炊飯器】,2242054
2017-03-17,今話題のうさぎ食パンをデコって食べてみた♪【ヒカズキッチン】,2872126
2017-03-16,GUCCIのうちわがある意味ヤバすぎたwww,1270825
2017-03-15,本当に締められるネジチョコがスゴかった！,2563378
2017-03-14,【黄金】金ピカのドラえもんがやってきた！ドラえもんフィギュア大人買い！,3118396
2017-03-13,ニンテンドースイッチのコントローラーに隠しメッセージがあるだと!?,5706654
2017-03-12,【超巨大うまい棒!?】中身が出せるうまい棒クッションがうまい棒そのものだったw,6070496
2017-03-11,ぶち壊すハンマー付き！巨大ハート型チョコの中にまたハート型チョコ!?,7841173
2017-03-10,宝石そっくりの超高級あめがマジでスゴかった！,6438050
2017-03-09,マスオに超高級〇〇〇をプレゼントしてみた！【スネキンTV】,3367028
2017-03-08,5000円のベアブリック福袋開封！何が出るかな!?【BE@RBRICK】,5364332
2017-03-07,一緒に食べるとショートケーキ味だと!? 【午後の紅茶いちごティー＋ポッキークリーミーバニラ一】,1234978
2017-03-06,【衝撃】マスオがとんでもないことを暴露します【ノンフィクション】,1847592
2017-03-05,【超人気】耳を塞がないイヤホンがあるだと！？ 【ambie】,3322233
2017-03-04,グッド稼ぎカモン！グッド稼ぎ爆発フェスティバル！【この動画限定】,1348310
2017-03-04,祭りじゃー！【う祭】にヒカキン&セイキンで出演します！,409353
2017-03-03,【悲報】任天堂スイッチ開封10分で盛大にやらかす…【Nintendo Switch】,24518571
2017-03-02,１粒５万円のイチゴを３粒食べて歩く15万円に,12593024
2017-03-01,ペヤング納豆食べてみたらめっちゃヌルヌルwww,2312333
2017-02-28,LEGOのドラゴン組み立てて遊んでみた！ヒカキンTV初レゴ！,5407375
2017-02-27,【心霊体験】ついにオバケ見ちまった…【幽霊】,10080021
2017-02-26,透けてるのに柄が見えない不思議なトランプがスゲェw【ピクセルカード】,1620816
2017-02-25,【豪遊】ヒカキン&セイキン&ポンちゃんで金箔入りシャンパン飲んで見た！,2324026
2017-02-24,【超激レア】1粒270円の伝説のぷっちょをヒカキン&セイキンで食べてみた！【獺祭ぷっちょ】,2998953
2017-02-23,ガチの純金買ってみた！【24K GOLD  金インゴット】,1988000
2017-02-22,ペヤングペペロンチーノ食べたら死にそうになったwww,3886601
2017-02-21,ヒカキン家の玄関がマジでヤバイことに…,6146935
2017-02-20,【超激レア】バナナに文字が書けるバナペンがスゴかった！,1174469
2017-02-19,金のなる木買ってみたw,1450816
2017-02-18,わさびチロルチョコ大量一気食いしてみたらまさかの結果に。。。,1500460
2017-02-17,YouTubeテーマソング -Tetsuya Komuro Rearrange-,2576263
2017-02-16,超小型モバイル椅子座ったらドゥルルってなったwww,1538761
2017-02-15,財布用高級ふとん買って財布寝させてみたw,1168870
2017-02-14,ポッキーが大変なことになってやがる…,1095805
2017-02-13,【1つだけ超激辛】フィッシャーズ＆ヒカキンでロシアンチョコレートやったら爆笑しすぎたw,14998628
2017-02-12,SNOWに青鬼になれるフィルターがあるだと!?【青鬼2】,4676941
2017-02-11,【大食い】担々麺、たこ焼き、カツ丼、メンチカツ、味噌汁【ヒカキン】,2263067
2017-02-10,ラスベガスのクラブでパリピしてみた！【Tiësto - On My Way】,1553769
2017-02-09,【暴露】ヒカキンの質問コーナー #ぶっちゃけヒカキン 回答編！【ギリギリ発言】,6203527
2017-02-08,ついにやっちまった…,10250746
2017-02-07,ガリガリ君リッチ黒みつきなこもち vs 雪見だいふく黄金みたらし,1366524
2017-02-06,普通のイスがマッサージチェアになるシートが最強すぎた！,1076910
2017-02-05,惑星チョコが綺麗すぎて感動するレベルだった…【フーシェ オリンポスチョコレート】,7040986
2017-02-04,【超高級】１箱１万円のティッシュがヤバすぎたw,3353097
2017-02-03,【超絶悲報】チョコで出来たグラスでビール飲んだら大惨事に…,8192620
