投稿日,タイトル,再生数
2020-03-23,【スカイピース】学校でも出来るリズムゲームでスカイピース vs QuizKnock,1084225
2020-03-21,【ドッキリ】クイズしながらクイズ王にバレずにクイズできるのか！？,1553247
2020-03-20,オリラジ中田さんVS東大生！超頭脳対決の行方は…？,1449805
2020-03-19,【難しい言葉禁止】東大生が語彙力が低すぎるクイズwwまじヤバいあれがマジいい感じ！,1703747
2020-03-18,東大生100点は取り飽きたので人生最高得点を取る旅に出ます,6874168
2020-03-16,東大生が未知の言語で書かれたクイズに挑戦！！！,1904895
2020-03-14,開票速報風クイズで何のランキングかを予想せよ！,1196813
2020-03-13,【正解率100%】思いやりに溢れた超親切クイズで解答者に媚びまくり！,1740825
2020-03-11,【ボドゲ】1人だけ答えを知ってるのは誰？協力&裏切りクイズバトル！,2005887
2020-03-10,誰かがクイズに間違えるとこの動画は終わります。,1570751
2020-03-07,朝からそれ正解がクイズになりました！！【早押し】,1423413
2020-03-06,ですがの後を全然違うクイズにしても正解できるのか？【ついてこい】,3051652
2020-03-06,｢自習のやり方｣をお話します！,528642
2020-03-05,【東大生検証】東大生7人集まればセンター満点取れる説,6988196
2020-03-03,ネタ切れ,1673557
2020-03-02,もしも短歌でしか喋れない世界でクイズ大会があったら…,1066969
2020-03-01,【そんな】東大生ならマイナー地名でもゴー☆ジャスできる説【バハマ】,2072571
2020-02-28,【東大vs阪大】世界一変な数学バトル【テストには出ません】,1027757
2020-02-28,すべてが覆る！もう一度見たくなるクイズ,2021752
2020-02-27,4年に1度のクイズ大会 うるう王~2月29日知識No.1決定戦~,940794
2020-02-26,東大生10人で朝からそれ正解！【#15】,2579935
2020-02-23,【アタック25?】逆転チャンス10連発で大混戦！！！,947914
2020-02-22,【心理戦】嘘と権力のゲーム『クイズ！ペンタゴン２』,3726965
2020-02-21,キザなIQテストをやってみたら大盛り上がり！【ノンスタ井上vs東大】,871414
2020-02-19,【暗号解読】いらすとやだけで作った問題文【意外な知識】,1407247
2020-02-18,爆笑www訓読み禁止クイズ！！,1638057
2020-02-15,【いたずら】東大生に｢ひっかけクイズ｣を出したら爆笑の結果にww,5861279
2020-02-14,-196℃の液体窒素を口に入れるとどうなる？？,2165017
2020-02-13,超盛り上がる！インテリたけのこニョッキでカブらず答えるクイズむずすぎww,2151195
2020-02-11,【伏線回収】地頭力No.1決定戦【早押し】,2595522
2020-02-09,ジェンガが100倍楽しくなる方法を思い付きました【ただしクイズ王に限る】,1160939
2020-02-08,【余裕】クイズ王なら帰れま10一瞬で帰る説,1629641
2020-02-07,【ノンスタ井上365】東大生と芸人の価値観はどっちがズレてるのか？近似値クイズで奇跡が起きたww,684561
2020-02-05,語彙力高すぎる幼稚園児登場ww東大生タジタジ！？,2713665
2020-02-03,名場面集！今年もQuizKnockカルタで大笑い,1547720
2020-02-01,東大生10人で朝からそれ正解！【#14】,2165301
2020-01-30,東大生がインテリツッコミかるたで視聴者おいてけぼりww,905510
2020-01-29,パズル日本一の男 VS 全部白いルービックキューブ,2109307
2020-01-28,一緒に正解したい！！！！【高校生クイズのアレ】,1363270
2020-01-26,もしも3文字しか喋れない世界にクイズ大会があったら…,2378643
2020-01-25,【LINE】東大生がスタンプだけでクイズしたら面白すぎた,1642948
2020-01-23,【東大VS東大】新感覚ボードゲームでガチ勝負【ノッカノッカ】,1347035
2020-01-21,オフィスがゲーセンになりましたwwクイズゲーム本体が襲来！,563378
2020-01-18,【何がおかしい？】超高学歴まちがいさがし！店中にある違和感を探し当てろ！,1898537
2020-01-17,この動画ではクイズとしりとりがどちらも楽しめます。,906179
2020-01-15,東大生がアメリカの司法試験に挑戦！,402212
2020-01-13,【応援】受験生へ,1066450
2020-01-13,罰ゲームを覚えろ！外したら覚えた数だけ罰ゲーム！東大生極限暗記対決！！,533644
2020-01-12,【東大生検証】東大生10人で10文字ネプリーグ！果たして全問正解できるのか？,3726504
2020-01-11,東大生なら30分の勉強で漢検1級に合格できるのか！？,1588097
2020-01-10,3択クイズならぬ0.5択クイズ,1409270
2020-01-07,【検証】東大生なら10分暗記で150桁覚えられるのか！？,758565
2020-01-05,【知識 × 推理】Googleロゴのあれ、クイズ王なら即分かる？【検証】,1410884
2020-01-04,【東大生検証】東大生なら目の錯覚にひっかからない説,2387295
2020-01-02,東大生10人で朝からそれ正解！【#13】,2791440
2019-12-31,誤答で没収！？おせちクイズ,1057874
2019-12-31,IPPONグランプリのお題すらクイズになる男たち,2760264
2019-12-30,最強のAIロボットと東大生で頭脳バトル!!,355042
2019-12-28,【パニック】2位なら減点！クイズ王大混乱…,1777789
2019-12-27,東大生が暗号解読に挑戦！【フリーメイソンムレトクの謎】,974495
2019-12-25,今年覚えたかっこいい言葉は？2019年QuizKnock流行語大賞!!,1215650
2019-12-24,【名シーン】2019年QuizKnock流行語大賞【偉人部門】,1236435
2019-12-23,東大生なら超難問パズルの日本最速記録超えられる説,2810173
2019-12-21,【高学歴】細かすぎて伝わらないクリスマスプレゼントww,1269707
2019-12-20,クイズ作るの飽きてしまいました。,2328781
2019-12-18,NGワード言えるまで終われない！無限しりとり！,1960041
2019-12-17,赤点を回避したい！クイズ王にテストの問題を変えてもらおう！！,1593309
2019-12-15,【抜き打ち】多すぎるので王を剥奪します,1957935
2019-12-14,クイズに間違えまくったら、アゴで早押し機押すことになった,1541677
2019-12-13,【コナン超えた】第1回！ 江戸川コナン選手権！！！,1339425
2019-12-11,【未来予想】日本一早く「2020年の今年の漢字」を予想したら爆笑の結果にwwww,797538
2019-12-10,"東大生と外国人が英語でしりとりバトル!!【限界しりとり】The Japanese Play “the Word Chain Game"" with Native Speakers of English!",506099
2019-12-08,【全部嘘】嘘ばっかのクイズでも大熱戦www【アンサイクロペディア】,1422620
2019-12-07,東大生なら百人一首を母音だけでもプレイできる説【やんごとない】,659629
2019-12-06,YouTuber22人vsQuizKnock！だまし王選手権！【YTFF】,1010137
2019-12-05,【スゴすぎ】山本は誰かとカブったらNG！ムズすぎる漢字バトル,3163892
2019-12-03,【検証】東大生ならサイゼリヤの間違い探し秒殺説,1327909
2019-12-02,【東大生検証】東大生男子、流行になんて興味ない説,1522254
2019-11-30,【字長】東大生クイズ王が文字を無駄遣いしてみたww,3292739
2019-11-29,【VSはなお】東大生が開成中入試に挑戦したら猛獣に追いかけられる羽目になった,1425479
2019-11-27,クイズ王にしか解けない間違い探しで早押しバトル,1766163
2019-11-26,【東大】Google本社でGoogle入社試験に挑戦！,1697951
2019-11-26,【お知らせ】QuizKnockのアプリが登場！！,286797
2019-11-25,【100万人登録記念】7人のクイズ王の頂点を決める！！,1975146
2019-11-24,100万人到達ライブ！,584922
2019-11-24,【0文字クイズ】クイズ王、文字がなくても正解できる説,5032908
2019-11-22,東海vs東大ダブルドッキリ！！先に気づくのはどっちだ！？,3268146
2019-11-21,東大生が本気でカンニングしたら異次元の技が出た【真似しちゃダメ】,6085808
2019-11-19,ボジョレーの評価がツッコミどころ満載ww東大生がマジレスしてみたww,1420434
2019-11-17,モノマネしながら早押しクイズしたら大爆笑の結果にwwww,832035
2019-11-16,古代ローマの暗号を東大クイズ王がガチ解読に挑戦！,1621129
2019-11-15,【恐怖】クイズに正解しないと消されてしまう番組,1398855
2019-11-13,カジサックが芸人クイズでクイズ王にまさかの大勝利！？,674021
2019-11-12,【東大生検証】東大クイズ王なら中国語でも早押しできる説,2206552
2019-11-11,チャンネル登録お願いします！！！,420011
2019-11-09,【おるたな】世界最速！？なぞなぞ早押しバトル！,1195390
2019-11-08,【間違えろ】正解してはならないクイズに大苦戦,2681833
2019-11-07,【八百長】答えを事前に教えてもらうクイズ,1857012
2019-11-05,いっぱい早押しできるクイズを用意しました。【連打】,1774203
2019-11-03,【恐怖】世界一怖いクイズをしましょう,2239458
2019-11-02,東大生10人で朝からそれ正解！【#12】,2372034
2019-11-01,【新ゲーム】「ワードスロット」を東大生が最速攻略！,851059
2019-10-31,【ドクターX】東大生3人寄れば医師国家試験も解ける説,3244057
2019-10-30,クイズ番組を128倍おもしろくする方法を見つけました,2025154
2019-10-29,あなたが聞いたことあるクイズだけ出します,2368019
2019-10-27,【検閲】XXズ王なX塗XXXXれた問XXでXX解XXX説,1691732
2019-10-26,知識さえあれば英語長文読まなくても問題解ける説【知識の暴力】,1931531
2019-10-25,【東大vs東大】競技Wikipediaでいざ勝負！,1916928
2019-10-24,もしもクイズ番組がクイズを出さなかったら……。,3648600
2019-10-22,東大生10人で朝からそれ正解！【#11】,3024832
2019-10-20,【字短】「相対性理論」を3文字で？ポンコツ炸裂ゲームww,2734249
2019-10-19,【知力・体力】東大生が本気のクイズバラエティ番組やってみた,1833249
2019-10-18,NHKでも放送できるクイズ番組,1002422
2019-10-17,パーツが見えないバラバラ漢字が激ムズ！推理力No.1は誰？,1451126
2019-10-15,【異世界転生】クイズ王たち、色反転世界に順応せよ,1177064
2019-10-14,【歴史ガチ勢】偉人ビンゴ！東大流の新ゲームが運ゲーより楽しい！,2501998
2019-10-11,【理系ホイホイ】元素大運動会で東大生たちが真剣勝負!!,1516605
2019-10-11,【ガチ早押し】東大生正解率0％の問題で早押しクイズ対決してみた,2137118
2019-10-10,【激ムズ】東大生がカルタ神経衰弱に挑戦！新ゲームを超頭脳で突破せよ！,1613632
2019-10-08,【検証】どんなに読み間違えても東大生なら理解できる説,2553164
2019-10-07,東大生がネプリーグ風クイズもう一回やってみた,1707174
2019-10-05,たった一問のためだけに美術館貸し切ってみた！！【不思議の国のアリス展】,1098034
2019-10-04,東大生10人で朝からそれ正解！新メンバー登場！【#10】,3370370
2019-10-02,【ひらめきバトル】東大生が単純な穴埋めゲームに大苦戦,2316910
2019-09-30,1文字しか話せない世界でもクイズがしたい,1990806
2019-09-28,東大生なら問題を10秒見ただけでセンター試験とける説【東大生検証】,2062101
2019-09-27,【東大VS天才棋士】東大生4人vs天才棋士・森内九段！どっちが勝つ！？【検証】,2047841
2019-09-26,【強制解答】他人の早押しボタン勝手に押してみたww,3018827
2019-09-24,新ゲーム「100マス漢字ドリル」に東大生が挑戦！,1163320
2019-09-21,東大生vs記憶力日本チャンプ！勝つのはどっち？,1102263
2019-09-20,東大生vs世界一性格の悪いテトリス,3433595
2019-09-19,【ワールドカップ直前】世界一知りたいクイズ【ラグビー】,726920
2019-09-17,NHKでは放送できないクイズ番組,1367234
2019-09-15,【インスタ映え】東大生が本気で光るタピオカ作ってみた【料理】,1198130
2019-09-13,【検証】パズルの達人なら、触らずとも知恵の輪解ける説,3975833
2019-09-13,高学歴8人でガチ過ぎる早押しクイズバトル！,1293514
2019-09-11,【語彙力】新リズム頭脳ゲーム「TOKYO令和ゲーム」がめっちゃ盛り上がるww,940947
2019-09-10,法律の穴を見つけました。,1468156
2019-09-09,【検証】東大生ならギャル文字でも読める？暗号解読バリむずい,1986824
2019-09-08,【押してだめなら】早引きクイズ【引いてみろ】,1717591
2019-09-05,クイズ王なら五感奪われてもクイズ答えられる説【夕闇】,2303844
2019-09-04,【川上が反省会】過去に間違えた問題、ちゃんと正解できる？,2169685
2019-09-03,【無音】クイズ王なら問題が口パクで読まれても正解できる説,923855
2019-09-01,アメリカのIQテストに東大生が挑戦！,2208370
2019-08-31,12時間ガチクイズ生放送2019〜第6部〜,1075619
2019-08-31,12時間ガチクイズ生放送2019〜第5部〜,398009
2019-08-31,【はなお】合宿中に起こることを予知せよ！正解は一日後！,1150475
2019-08-31,12時間ガチクイズ生放送2019〜第4部〜,182719
2019-08-31,12時間ガチクイズ生放送2019〜第3部〜,454702
2019-08-30,12時間ガチクイズ生放送2019〜第2部〜,384403
2019-08-30,12時間ガチクイズ生放送2019〜第1部〜,861517
2019-08-30,【第2弾】東大生、意味がわかると怖い話の意味わかる説,2914132
2019-08-29,東大頭脳なら1時間で自由研究は終わる！【マネしないで】,5016645
2019-08-28,【一字一句】東大生なら、夏休みの宿題の最優秀賞を予想できる説,891258
2019-08-26,【東大生検証】東大生ならウォータースライダーでもセンター試験解けるのか？,3918788
2019-08-25,【夕闇】1回解いた事あるクイズvsクイズ王！【コラボ】,774340
2019-08-24,【24時間TVリスペクト】世界最速！2.4秒クイズ！,980084
2019-08-23,【無理】絶対に解けない漢字パズルに東大生が挑戦！？【不可能】,1316637
2019-08-21,【判じ絵】江戸時代のなぞなぞに東大生が挑戦！,1603716
2019-08-20,広辞苑が使える限界しりとり！ふくらVS河村,887429
2019-08-19,たった1問のためにプール貸し切ってみた!!【ハワイアンズ】,3597867
2019-08-18,【文系ホイホイ】東大生が年号の頭脳パズルで大激戦！【Qさまケシマス】,973809
2019-08-17,【はなお】正解率100%を目指せ！超簡単クイズが波乱にww,1283722
2019-08-15,1000000分の1の奇跡を起こさないと勝てないクイズ,2284377
2019-08-14,小1の課題図書で東大生が読書感想文！どのくらいすごい？,3906691
2019-08-13,クイズ！正解は一”問”後！？,1417352
2019-08-12,過去に間違えた問題、ちゃんと正解できる？【川上反省会】,1921981
2019-08-09,メンバーにお金を大切にしない人がいます,3495634
2019-08-08,【悪意】2つのクイズ、混ぜても早押しで答えられる？【夏の風物詩】,1701547
2019-08-07,【理系ホイホイ】理系オセロやったら無理ゲーすぎたww,1731487
2019-08-04,最弱オセロAIが弱過ぎて絶対勝っちゃうww本気で負けてみた,2787931
2019-08-03,【マナー違反厳禁】NGワード禁止！結婚式早押しクイズ,2274016
2019-08-02,【検証】クイズ王ならホラーVR中でもクイズ強い説,1749027
2019-07-31,【全部消す】五十音全部禁止クイズ,2609779
2019-07-30,【東大生検証】クイズの問題文、順番ぐちゃぐちゃでも解ける説,1122847
2019-07-28,【人間競馬】QuizKnockダービー開幕！,996497
2019-07-27,ひらがなカタカナいらねぇ！漢字だけでもクイズ解けるのか？【東大生検証】,1150838
2019-07-26,乃木坂46メンバーとクイズ対決,1211298
2019-07-25,マイナー語しりとり！どんどんマニアックな言葉でしりとりせよ【おまけが本編】,1197687
2019-07-24,【穴あき】クイズ王なら名詞がなくても正解できる説【9割減】,1759862
2019-07-21,クイズ！箱の「外身」は何でしょう？,1367000
2019-07-20,新ゲーム「高輪ゲートウェイゲーム」で山手線吹き飛ぶほど笑ったwww,1300637
2019-07-18,QuizKnockの 王を決めます。,1048989
2019-07-17,東大生ならさすがに赤と青間違えない説,2388336
2019-07-15,伊沢以外にクイズ王はいないの！？ガチ早押し大会でクイズ王決定,1367616
2019-07-14,1~50位全部禁止！超難問ランキングで奇跡おきたww,1214093
2019-07-13,クイズ王しか認証されないログイン画面,1343968
2019-07-11,【激ムズ】いらすとやを早押しクイズにしたら異次元過ぎたwwww,2515806
2019-07-08,読めるけど書けない！クイズ王の漢字力推測ゲーム,1377399
2019-07-07,【ガチ知識勝負】東大生なら山手線ゲーム永遠に終わらない説,2065618
2019-07-06,元号パズルゲームを東大生がプレイしたら最強？,1249851
2019-07-05,めっちゃ頭使うクイズ考えたwwww,1056680
2019-07-03,【ドッキリ】東大クイズ王なら存在しない漢字に気づくのか,7791663
2019-07-02,【カオス】ラスボス伊沢渾身の超難問に4人は……？【ふくら拳のクイズクエスト】,1169463
2019-06-30,【NIPPONグランプリ】日本一の都道府県クイズ【あなたの県もあるかも？】,1093460
2019-06-29,世界最古のボードゲームが超簡単なのに奥が深い！！【紀元前アフリカのボドゲ】,1680411
2019-06-27,【地獄】全員正解できるまで長縄跳びし続けた結果…,1465358
2019-06-25,チンパンジーには解けて人間には解けないクイズ,1063975
2019-06-23,価値を見極めろ！「ほぼ1円ショップ！」クイズに東大生が挑戦！【はねトび】,1393337
2019-06-22,【キズナアイ】東大生がスーパーAIにホラードッキリ,1248787
2019-06-21,エイリアンの文字を解読！東大生が宇宙人と交信するとこうなる？,1197957
2019-06-20,【バエない】東大生流のインスタの遊び方を考えました【陰キャホイホイ】,1252099
2019-06-18,【秒で答えろ】選択肢ごちゃ混ぜクイズで東大生大混乱！,984819
2019-06-16,灘中の入試2019に東大生が挑む！小学生より早く解けるのか！？,3803984
2019-06-16,色の失われた世界でルービックキューブやったら激ムズだった【最後に大事なお知らせ】,1732779
2019-06-15,【無理ゲー】盤面を暗記してすごろく「人生2周目ゲーム」,2461395
2019-06-14,飛躍しすぎwwミルク=牧場の牡蠣？東大生も混乱スーパー比喩クイズ,1428749
2019-06-13,クイズ王なら1文字で答えが分かる？超推測力対決ガチバトル,2840684
2019-06-11,賞金3億円のクイズ大会に東大生が挑戦した結果……,1042571
2019-06-09,【10文字以上】あだ名長すぎるww東大流覚えられないインテリナンジャモンジャゲーム,3446539
2019-06-08,笑ってはいけない怒ってもいけない泣いてもいけないクイズ,3057468
2019-06-07,一気に吹き消せ！大量のロウソクに最強の頭脳が挑む！【祝登録者70万人】,830490
2019-06-06,天才小学生だけの学校で早押しクイズ大会,3569672
2019-06-05,協力しないと解けない脱出ゲームに東大生が挑戦した結果……,842167
2019-06-04,史上最もハイテンションなクイズ番組,2154240
2019-06-03,【魚好き】ふくらP、サバとアジとイワシの違いならわかる説,2009000
2019-06-02,【わりと読めた】東大生なら文字化けも読めるようになるのか？【検証】,1773443
2019-06-01,【何これ】Google翻訳しまくったら意味不明すぎww,4410210
2019-05-30,【恐怖】文字がどんどん使えなくなるクイズ,735445
2019-05-28,誰なの？10分でわかる新紙幣の人物！渋沢栄一、津田梅子、北里柴三郎クイズ,518620
2019-05-26,【理系】引っ越ししたら光る～そば～ 【クッキング】,842729
2019-05-25,知識のいらないひらめきクイズ！QuizKnockで1番頭がいい人は誰…？,1658974
2019-05-24,【不仲？仲良し？】二人羽織風クイズ対決で信頼関係を見せつけろ！！,963671
2019-05-23,QKラジオ特別編！誕生日何もらったらうれしい？,235832
2019-05-22,神経衰弱クイズで東大生が最強&最弱プレー続出www【記憶力×クイズ力】,2929811
2019-05-21,【検証】東大生なら10分でダンスの振付け丸暗記できるのか？,1408226
2019-05-20,【うんちく】博識王！正解後のコメントで雑学を盛り込むクイズ,1199233
2019-05-19,クイズ王がアタック25億に挑戦！！,1739018
2019-05-18,【クイズ×フラッシュ暗算】新形式のフラッシュ暗算に東大生が挑戦！,1378660
2019-05-17,【限界しりとり】水上vs伊沢！語彙力対決で真の王者が決まる！,4206094
2019-05-14,【検証】クイズ王は当然YouTuberクイズも強いのか？,897266
2019-05-13,【心理戦】目隠しクイズ【自分を信じて】,2238013
2019-05-12,【超心理戦】相手の嘘を見抜け！『クイズ!ペンタゴン』,3677599
2019-05-11,花王〜花の知識No.1決定戦〜,1048939
2019-05-10,テンポよく正解せよ！クイズ力-ナイスガイ面接【キズナアイ】,1492283
2019-05-08,ラストキス～最後にキスがつくクイズ～,1306184
2019-05-06,【乱混大】！戦挑にズイクさ逆が生大東,1945664
2019-05-05,【協力】息ピッタリに正解せよ！以心伝心クイズ,4963985
2019-05-04,【遅押し】クイズ王を敬え！伊沢様より早く押しちゃダメ【心理戦】,2527613
2019-05-03,【先読み】クイズ王なら「ですが」が10回入ってても正解できる？超超ですがクイズ！,3136344
2019-05-02,東大生が頭脳でギネス記録に挑戦！,1464712
2019-05-01,【最速】令和王~令和知識No.1決定戦~【即位】,1031863
2019-04-30,【東大王リスペクト】東大主3rd〜超天才による最強頭脳No.1決定戦〜,3056622
2019-04-29,3択クイズならぬ1択クイズ【奥深い】,4266808
2019-04-28,クイズ王と野球経験者「クイズストラックアウト」したらどっちが勝つ？,1690538
2019-04-27,【もんでぇ】問題文を悟空風に読んだらちんけーとう続出！【けぇとう】,1452253
2019-04-27,【スペシャルイベント】GW中にオンラインイベントをやります！！,89119
2019-04-25,【検証】クイズ王でもヤフー知恵袋のこれ無理じゃね？【異種イントロクイズ】,2425653
2019-04-25,【特報】あなたの町にQuizKnockが行きます！,195000
2019-04-23,【字短】短く答えて！文字を節約する早押しクイズ,2695782
2019-04-21,【あなたは東大生に勝てる？】曜日の漢字を足す熟語ひらめきバトル！,1150650
2019-04-20,【早押し】どんどん答えが長くなっていく！文字数増殖クイズ【クレッシェンド】,1722204
2019-04-20,【新機能】QuizKnockのwebサイトが新しくなりました！【ご紹介】,169736
2019-04-19,【早押し】東大生ならダジャレも得意？ダジャレクイズ！【異次元】,1151482
2019-04-17,【仮面ライダークイズ】東大生ならオタクにも勝てる？序盤だけライダークイズでガチ早押し【専門家？】,1588028
2019-04-16,【爆発注意】爆弾押し付けクイズ！裏切りと仲間割れの危険ゲームの結果は…？,1698063
2019-04-14,【さっき何答えたっけ？】全部暗記せよ！超記憶力早押しクイズ【新形式】,851573
2019-04-13,【小学生VS東大生】名門・開成中学の入試2019に東大生が挑む！,1797772
2019-04-12,東大生なら「日本人には読めないフォント」も読める？,2667910
2019-04-10,【東大生正解率0%】最強の超難問に挑戦！,1335977
2019-04-09,【最速】部首足し算クイズがハイレベルすぎた【ひらめき】,1991256
2019-04-07,東大生12人で朝からそれ正解！ついに完結！【#9】,3075288
2019-04-06,【今さら】ホワイトデー【お返しはもちろん……】,874765
2019-04-05,どうして東大からマサチューセッツ工科大学に？？最強理系大学・MITの学生に東大クイズ王が取材してみた！【院生編】,173003
2019-04-05,最強の理系大学・マサチューセッツ工科大学生に東大クイズ王・伊沢が取材してみた！【学部生編】,193407
2019-04-03,【地獄】スマブラしながら早押しクイズしたらヤバい展開に…,1958431
2019-04-02,巨人阪神戦を生観戦実況【知識がなくても】,407122
2019-04-01,意識高すぎる元号決め会議,1923288
2019-03-31,【全部ウソ】真逆クイズで爆笑wwウソ800クイズ【エイプリルフール】,3822114
2019-03-30,東大生が格の違いを見せつける動画,1635617
2019-03-30,QuizKnockから今後についてのご報告,1311058
2019-03-29,【保存版】東大生とハーバード大生が語る、進路を決める考え方。,281609
2019-03-29,【中高生必見】東大クイズ王がアメリカの超名門ハーバード大を取材！どんな入試？どんな生活？【海外留学】,1208915
2019-03-27,ボツ,2216348
2019-03-26,東大生の恋愛偏差値は？リア王~恋愛知識No.1決定戦~,1992285
2019-03-24,全問題を丸暗記すればクイズ王に勝てるのか？【クイズ王への道】,1723968
2019-03-23,【東大入試】高学歴ガチ数学バトル！超早解き対決！【激ムズ】,2682402
2019-03-22,【東大生苦戦】履歴書を書いて心が折れたら負け！【デルガード+2C】,2810466
2019-03-21,高学歴男女で難問謎解き！リアル型脱出ゲーム【ゆきりぬ&はなお】,2042887
2019-03-20,【最終回】伊沢卒業！さっきの東大王の解説生放送！【190320】,438897
2019-03-19,東大生2人で恥を知れ,1132047
2019-03-17,【世界最速】無限倍速クイズ【ついてこい】,2555603
2019-03-16,【超難問】伊沢を一番よく知るのは誰？第1回伊沢王,1828644
2019-03-15,【応援】もう1度頑張る君へ。東大生からのメッセージ,254972
2019-03-15,【おめでとう！】合格した君へ。東大生からのメッセージ。,186967
2019-03-14,【あと2回】東大王の裏話・こぼれ話解説生放送！【190313】,86350
2019-03-13,【高ラ】高学歴ラップ選手権！東大生ならインテリな韻踏めるはず,1710244
2019-03-12,東大生なら1度見たクイズ全部覚えてる？QuizKnock過去問バトル！,1677953
2019-03-09,【壮大ドッキリ】まさかの方法で東大生のスマホのデータ抜いてみた,2678471
2019-03-08,【すごすぎ】クイズ極めると最初の5文字だけで正解できるのか？【超能力!?】,1901257
2019-03-07,【暗記&発想】東大生で神経衰弱しりとり！こじつけまくったら最強のヤツ出たww,1443977
2019-03-06,東大王の裏話・こぼれ話解説生放送！【190306】,87957
2019-03-03,【わかると超気持ちいい】東大生が文字種クイズに挑戦！！,2327935
2019-02-28,【死闘】東大生ならめちゃ難しい単語でもお絵かきで伝えられる説【ヘタウマ】,1411158
2019-02-27,東大王の裏話・こぼれ話解説生放送！【190227】,78555
2019-02-25,炎上王！一番炎上できるのは誰…？,1586375
2019-02-23,【新ゲーム】東大生がイヤホンガンガン人狼ゲーム！全員怪しく見えてくる…,3409148
2019-02-22,【スマホ王】東大生ならスマホの知識も意識も高いはず,1389459
2019-02-21,【これはバズる】東大生のクセがすごいww超面白いQuizKnockの動画UPしてみたwww,1335553
2019-02-20,東大王の裏話・こぼれ話解説生放送！【190220】,55139
2019-02-20,さっきの東大王の裏話・こぼれ話解説生放送！【190220】,79050
2019-02-19,引っ越しました！,587849
2019-02-16,へんたいクイズをやってみました,1511788
2019-02-15,【早押し？】絶対に押してはいけないボタン,1938181
2019-02-13,東大王の裏話・こぼれ話解説生放送！【190213】,77667
2019-02-13,【超重要】QuizKnockメンバー関係者を名乗る人物からのDMについて,511210
2019-02-12,【悲劇】東大生のギリギリチョコなチョコ作り対決でヤバいものが完成【バレンタイン】,2411623
2019-02-11,【闇の実験】東大生の注意力がどれだけあるかわかってしまいました,1734570
2019-02-10,【ロゴ】あなたの注意力がどれだけあるかわかってしまいます,1289320
2019-02-09,【クイズ正解は一週間後】東大生が一週間後をガチで予想してみた,1861249
2019-02-08,【東大生検証】東大生、なべらかえ　に　きかづない説！【うっかり】,1935503
2019-02-07,【検証】クイズ王でも急に起こしたらクイズで勝てるんじゃね？,2933768
2019-02-05,【ネタバレ:答えは全て夏目漱石】スーパー夏目漱石クイズ,1297914
2019-02-02,【早押し】東大生が世界最速でなぞなぞに挑戦!!,3012521
2019-02-02,【爆笑】東大生が偉人生成バトルしたらヤバい奴うまれた【ソクラテスラ】,3024132
2019-02-01,【秘蔵】1973年のクイズノック【早押し】,1617262
2019-01-30,東大王の裏話・こぼれ話解説生放送！【190130】,123596
2019-01-29,即興クイズ作り対決でまたしてもあの人がポンコツに…,1600466
2019-01-27,東大生12人で朝からそれ正解！爆笑の結果にww 【#8】,3120128
2019-01-26,【早押しクイズ】大王~大きいもの知識No.1決定戦~,1124265
2019-01-25,【閲覧推奨】東大生がまさかの下品クイズ！？,2157876
2019-01-24,【検証】東大生なら冬休みの宿題30分で終わるのか？中学生の宿題を3人でガチチャレンジ,3569750
2019-01-23,東大王の裏話・こぼれ話解説生放送！【190123】,101830
2019-01-22,【平成ホイホイ】この頃何があったか覚えてる？東大生がピタリ連発,1346637
2019-01-20,QuizKnock名言・名場面カルタで遊んでみた【50万人ありがとう】,2662773
2019-01-19,【検証】東大生なら45秒で何ができる？爆速で計算&パズル&暗記,1971648
2019-01-18,【応援】センター試験を受けるすべての受験生へ,693204
2019-01-17,【最速】東大生が新作ルービックパズルに挑戦！最速ふくらPを倒すのは誰だ？【1vs5】,2560464
2019-01-16,東大王の裏話・こぼれ話解説生放送！【190116】,113913
2019-01-14,正解を言ったら加速してしまうクイズ番組,591194
2019-01-13,【異次元】東大生11人の壁!!得意ジャンルで超ガチンコ早押しクイズバトル　【#2】,3644020
2019-01-12,東大文系2人で語彙力バトル！広辞苑ひらめきクイズ,444271
2019-01-11,【最速を目指すな】早押しならぬ「遅」押しクイズ,1746286
2019-01-09,伊沢が東大王チーム卒業へ…。1月9日振り返りLIVE,369206
2019-01-08,【東大頭脳戦】連想ゲームでガチバトルしたら超盛り上がったwww【コードネーム】,1645485
2019-01-07,【検証】東大生はノックしながらでもクイズに正解できるのか？,2284246
2019-01-04,【閃きバトル】1番頭が柔らかいのは誰だ？東大生の頂上対決,1880183
2019-01-03,東大生11人の壁！詳しい分野だけのクイズなら強敵相手に全問正解出来るのか？【#1】,3158045
2019-01-02,【東大生検証】超過酷レースの直後にセンター試験解けるのか？【スパルタンレース】,1303721
2018-12-31,東大生12人で朝からそれ正解！爆笑の結果にww 【#7】,4254850
2018-12-31,QuizKnock2018年振り返りトーク生放送！,139154
2018-12-30,冬休み勉強相談！東大生が視聴者の質問に生回答,131446
2018-12-30,【東大流の闇鍋】文章ごちゃ混ぜの問題文が支離滅裂すぎるww【闇クイズ】,2616718
2018-12-29,【東大ドッキリ】徐々に変化すると見せかけて静止画を見せたら気付くのか？【アハ体験させない】,1517873
2018-12-27,【難しい言葉禁止】東大生が語彙力が低すぎるクイズwwまじヤバいあれがマジいい感じ！,3188408
2018-12-26,【東大越えた】視聴者のアイディアでヤバいスピードが出たww水早出し選手権！【リベンジ】,2466001
