投稿日,タイトル,再生数
2018-04-05,チョコエッグの包み紙で作ったアルミボール切ったら中身どうなってんの？【アルミホイル球】,1373461
2018-04-02,【驚愕】チョコエッグの包み紙丸めてハンマーで叩き続けたらピカピカの鉄球できた！！！【アルミホイル球】,2607604
2018-03-31,チョコエッグ ミニオン プラス100個開封したらシークレット何個出る！？,2124472
2018-03-30,ヒカキン VS セイキン 大量のタマゴを割って先に超激レアを当てろ！！【うまれて！ウーモ ミニ シーズン2】,4929056
2018-03-29,カップヌードル × うまい棒　夢のコラボが実現しました。,532640
2018-03-27,【世界初】未来の人間の食事「完全食パスタ」ここに現る,555883
2018-03-25,セイキン夫婦が横浜中華街最強の肉まんを探す！！,751648
2018-03-23,星野源 - ドラえもん  をセイキンが歌ってみた,10093029
2018-03-22,瞬時に水に溶けて消滅する紙がスゴすぎた・・・,1219646
2018-03-19,【期間限定】ハッピーセット「ドラえもん」全種類集めたい！！,2958297
2018-03-17,【日本初】チロルチョコ専門店がオープンしてテンション上がって買い過ぎた。。。,572087
2018-03-16,【最新作】ついにそうめんスライダーはLEDが搭載される時代になりました。,991160
2018-03-15,え？マジ！？三ツ矢サイダーにセイキンの文房具ついてるんだけど！？,1325324
2018-03-14,【受注生産】重さ4.5kg、10万円の超巨大消しゴムが異次元クラスだった。【届くまで３ヵ月】,1908618
2018-03-12,【人工肉？】SNSでマズすぎると噂されている「まるナゲ」は本当にマズいのか確かめます。,1971515
2018-03-10,一つ一つは小さくても、集まれば大きな力に。,436778
2018-03-10,超本格ペヤングソース 焼きそば作ったら衝撃のウマさだった・・・,1470130
2018-03-09,遊園地貸し切って兄弟2人だけで遊びまくってみたwww,4491403
2018-03-08,消しゴムボックスでシークレット出るまで終われません！,4961466
2018-03-07,えっ？タバコ！？いえ、チャバコです。,1267526
2018-03-05,【世界初】これが未来の人間の食事です。,1968767
2018-03-04,音を検知すると録画開始する超小型隠しカメラに気付かれずに金庫の中の現金10万円を盗む！,1893045
2018-03-02,【罰ゲームは巨大風船破裂】制限時間1分！手を使わず大量の粉の中から宝を10個探し出すゲームやったらヤバすぎたwww,449909
2018-03-01,チョコエッグ「スプラトゥーン2」100個開封したらまさかの結果に・・・【Splatoon2】,4979463
2018-02-27,ユーチューバーチップス100個開封して全YouTuber集めたい！！,3270274
2018-02-25,カカオ豆からカカオ100%チョコレート作るのが地獄だった。。。,11321515
2018-02-22,ヒカキン & セイキン、明日のMステ出演します！！！！！【ミュージックステーション 2時間スペシャル】,423285
2018-02-21,ネスレ公式のキットカットマシンきたーーー！！！,1129812
2018-02-20,モンスター級の超巨大幼虫クッキー作ってみた！！！,979653
2018-02-18,ケンタッキーの骨でダシとったら本格ラーメンできた！,3752767
2018-02-16,【世界初】カップヌードルの花束、ヌードルブーケ誕生www,333717
2018-02-14,アメリカンドッグ実はみんな独自の食べ方ある説,626552
2018-02-13,この開け方、マジ天才的。,2057891
2018-02-11,マックフライポテト実はみんな独自の食べ方ある説,2256405
2018-02-09,カッコイイ靴・・・いや、チョコです。,916065
2018-02-08,ミントアイス嫌いがおいしいミントアイス作ります。,1786611
2018-02-06,【限定品】最高峰の工具チョコプレミアムセットがもはや本物www,1936852
2018-02-05,【新記録】世界最長回転時間記録を達成した究極のハンドスピナーが異次元すぎた・・・,3307107
2018-02-03,【危険】ギネス認定された世界最強とうがらし生で食べたら事故レベル,2275479
2018-02-01,日本一デカイチョコ溶かしてコンビニのパン完全チョコレートコーティングした結果,2983881
2018-01-30,【大阪やで！】プレス式イカ焼きマシンでイカ焼き作ったらウマすぎた...,918805
2018-01-28,ミント嫌いが選ぶ本当に美味しいミントアイス決定戦やったらまさかの結果に・・・,1273826
2018-01-27,本物の金で黄金の巻き寿司作ったらスゴイのできましたwww,1070156
2018-01-26,金好き集まれ,1182299
2018-01-23,マックシェイクアイスとは・・・,566199
2018-01-22,ロボット恐竜を飼う時代がやって来ました。,1395403
2018-01-21,続・3万1円問題。,5264681
2018-01-19,スイカのぬか漬け作ってみたwww,2292546
2018-01-18,最高級チョコレートから恐竜の化石を発掘し復元せよ！ジュラシックショコラパズル,1712466
2018-01-17,赤いきつねに砂糖を入れると激ウマになるという噂は本当なのか確かめます。,828868
2018-01-15,リアル過ぎる昆虫チョコレートたち。,3284183
2018-01-14,【悲報】日本一デカイ総重量10kgの板チョコが届いたんだけどまさかの...,4505010
2018-01-13,アルコール度数96度のお酒ゼリーにして食べるはずがまさかの展開に…,2210473
2018-01-11,缶詰の貝から本物の真珠採集します！！,3411509
2018-01-09,勢いでドン・キホーテのおもちゃ福箱5箱買ったけど元取れるよね！？,1806290
2018-01-08,バスボムは自分で作る時代へ。バスボム製造マシン...スゴいです！！,8652355
2018-01-06,コンビニのおにぎりは業務用マシンで丸揚げすると激ウマになるwww,2100186
2018-01-05,1つ◯万円！！高級フルーツはどっち？フルーツ格付けバトル！,2108290
2018-01-02,【ハズレは超激ヤバ◯◯】ヒカキン VS セイキン ロシアンチョコエッグやったらなぜかラップバトル勃発！？,2004350
2018-01-01,ヒカキンが転がした巨大な雪の塊がセイキンに激突し吹き飛ぶ。。。,928025
2017-12-31,セイキン夫婦で2017年の裏話！,1355199
2017-12-30,【年越しそば】ハンディ蕎麦打ちマシンがスゴすぎたwww,1309114
2017-12-29,【2017揚げ納め】業務用マシンでフルーツ揚げてみた！！,2019686
2017-12-28,【マグロ解体】本マグロってこんなに部位の種類あったのか・・・,2746185
2017-12-27,【デカすぎ注意】重さ2.5kgの超特大ウルトラビックマックできましたwww,1537254
2017-12-25,大量の雪見だいふくでケーキ作ってみた！！,967385
2017-12-24,クリスマスイブだけど激辛麺祭り開催してみた。,2027701
2017-12-23,食べて寝ると奇妙な夢を見る悪夢のチーズがヤバすぎる・・・,4430328
2017-12-21,ドーナツ型のお寿司「寿司ドーナツ」作ってみた！！,1150814
2017-12-20,新作のチョコエッグ120個開封したらシークレット祭り!!??【ディズニーキャラクター9】,1898876
2017-12-18,ハンディタイプのポップコーンマシン！？まだセイキンが知らないポップコーンマシンありました。,2714501
2017-12-16,水をジュースに変えてしまう不思議なコップで味当てゲーム！！,3159324
2017-12-15,もうすぐ2018年。あの有名ユーチューバーに年賀状送ります！！【ヒカキン & セイキン】,730101
2017-12-13,【KFC】ケンタッキーフライドチキンの正しい食べ方、知ってますか？,3214830
2017-12-11,なにこれ動画集できましたwww,2914040
2017-12-09,最新のコインチョコ製造マシンがスゴい！！,3416240
2017-12-08,業務用マシンで色んな串団子揚げたら激ウマ揚げ団子できました！！,2128086
2017-12-07,手が汚れないポテチ爆誕！！これぞポテチ革命。,929197
2017-12-06,コラボ無しハッピーセットって実は逆にレア説【マクドナルド】,2241653
2017-12-03,普通のアイス VS 40℃でも溶けないアイス,2563520
2017-12-01,一枚◯万円の超高級マスクだと！！最近のマスク事情がスゴい・・・,1171477
2017-11-29,業務用マシンの油固めたらすごいのできたwww,2715602
2017-11-27,業務用揚げ物マシンで色んな揚げパン作ります！！,4335793
2017-11-25,一番くじ スーパーマリオ オデッセイを何としても全種類集めたい男の物語,1417116
2017-11-23,焼肉の煙問題。,1342538
2017-11-22,【焼き芋マシン VS 石焼き】結局、どうやって焼くのが一番ウマイの？,1140071
2017-11-20,ラーメン屋のチャーシューまるまる一本買って究極のチャーシュー丼作るわwww,997029
2017-11-19,【公式】雑草 / ヒカキン & セイキン LIVE【U-FES.2017】,5115942
2017-11-17,【激レア】これだけ大量に買えば幻のピンク粒当たるはず！！！【M&M’S】,6426658
2017-11-15,ヒカキン & セイキン ◯◯に初上陸！！,533483
2017-11-14,魚一匹丸焼きにできるマシンがスゴイ！！,865839
2017-11-12,3年ぶりに買ったiPhone 8、水没。,2130327
2017-11-11,コカ・コーラ120本買ったらアタリ何本出るの？？？,2605090
2017-11-10,ポンちゃんの経営するハンバーガーショップが大ピンチ・・・【ムシ忍】,7873358
2017-11-08,桃屋の消しゴムですよ！全種類大人買いですよ！,1828212
2017-11-07,◯◯専用箸の実力どうなのよ？？？,759565
2017-11-06,3万円分の生肉グッズが届きました。。。,1877117
2017-11-04,【史上初】くっつく風船を作れるマシンがすごい！！！【ウーニーズ】,10799417
2017-11-03,YouTube本社から新しい金の再生ボタン届いたんだけど前のとどっちが重いの？？？,438569
2017-11-01,【マクドナルド】期間限定の新商品が出たので早速食べまくる！,879853
2017-10-29,【貴重】13年前の寿司マシンで特上寿司は作れるのか。,1956895
2017-10-28,10円玉2枚あれば何でも切れる説,1919358
2017-10-27,究極のTKG（卵かけご飯）製造マシンがガチで究極な件www,2570652
2017-10-25,【新発売】スターウォーズのチョコエッグ100個買ってシークレット当てるぜ！！【大量開封】,1179670
2017-10-24,"サーティーワンアイスクリームで5,000円のモンスターアイス買ったらデカすぎた。。。",925829
2017-10-21,【雑草 / ヒカキン&セイキン】知られざるダンスシーン制作の裏側,956175
2017-10-20,【セイキン VS ポンちゃん】カプすけの顔どっちが先に出るかバトルやったら奇跡おきたwww,2910825
2017-10-19,雑草 / ヒカキン＆セイキン,56122461
2017-10-18,【進化】12年ぶりに帰ってきた超合金ドラえもん、ついに自らの手でポケットから道具を取り出す！？,1468842
2017-10-17,3万1円問題。,7619490
2017-10-15,【新発売】∞無限ちくわ誕生www,805935
2017-10-14,ヒカキン&セイキンのとある日の裏側に密着！,1719849
2017-10-11,ニンテンドークラシックミニ スーパーファミコンで裏技キメて大興奮,1745276
2017-10-10,ヒカキン、つばを噴射www,656060
2017-10-06,超巨大卵を孵化させたらまさかの◯◯が生まれた・・・【ヒカキン&セイキン】,7604700
2017-10-05,かなりピンチらしいので手を貸します。,3982139
2017-10-03,業務用マシン使って家で肉フェス開催します！！,6454790
2017-10-01,朝起きられないので的の中心を銃で撃ち抜くまで鳴り続ける目覚まし時計使ってみた結果www,1974596
2017-09-30,【マクドナルド】23年前のアップルパイ製造マシンでホットアップルパイ作れるのか！？,4389961
2017-09-29,最新のAIロボットCOZMOの力があれば隠れたヒカキンを探し出せるはず！【ヒカキン & セイキン】,2554449
2017-09-28,【悲報】動画撮影中にアクシデント発生 → カーペット終了。。。,2410992
2017-09-27,業務用マシンでマクドナルドのハンバーガー揚げまくる！！,6366998
2017-09-26,スマホでカラオケできるマイク使って熱唱！！,728370
2017-09-23,ガチャのハンドスピナーって実際ちゃんと回るの？,846617
2017-09-21,ボタン押すとちゃんと缶が出てくる世界最小級の自動販売機を発見！,2602445
2017-09-19,食欲の秋なので一人大食い大会開催しますか？,981636
2017-09-17,実は冷たい水でもカップラーメン作れるってマジ！？,2617336
2017-09-15,本気出せばじゃがりこで本物のポテトサラダ作れるんじゃね？,1589321
2017-09-13,名古屋で握手会やったらなんか違うイベントになったwww,1986261
2017-09-12,え！これ全部ローソクかよ！？,944238
2017-09-08,業務用マシンでお菓子作ったらプロ級の仕上がりになりました（笑）,4107983
2017-09-07,ポンちゃんに3万円渡したら大量のパングッズ買ってきましたwww,2308602
2017-09-04,ハンドスピナー合体パーツを入手したので限界の高さまで合体させます！,1381489
2017-09-03,世界最小？のごみ箱たち,3151891
2017-09-02,チョコエッグ ドラえもん100個買えばシークレット当たるはず！,4152613
2017-08-31,超ミニサイズのトイレットペーパーが当たるガチャがあるだと！？,5528488
2017-08-30,オトナなので買ってみました。,2136348
2017-08-29,変わった文房具興味ある人集まれ。,3184729
2017-08-28,氷に色をつけて超ミニサイズのかき氷作ります。,6297616
2017-08-27,"17,000円の超巨大けん玉で大技キメるまで終われません。",772067
2017-08-26,業務用の揚げ物マシン買ったんだけどガチで実力ありすぎwww,3647720
2017-08-25,【ヒカキン VS セイキン】大観衆の中でレゴ組み立てバトルした結果,813115
2017-08-24,これ全部「紙」で作った自販機です。,3020344
2017-08-22,20年ぶりにミニ四駆作って走らせたら速すぎて見えませんwww,2192242
2017-08-20,禁煙できる自販機、見つけました！,2206986
2017-08-19,セイキン VS ポンちゃん　世界に1つだけのアレで夫婦対決！！,1067538
2017-08-18,ヒカキンが3年ぶりに東京で車運転したらヤバかったwww【ヒカキン&セイキン】,7509148
2017-08-17,超ミニ冷蔵庫で氷は作れるのか？,2962810
2017-08-16,【道具は一切無し】ガムテープで両手を縛られても瞬時に脱出する方法があるらしい（おまけあり）,2945127
2017-08-14,セイキン握手会で民族所持率高すぎな件www,814784
2017-08-13,あれ？もしかして電球の熱でマシュマロ焼けるんじゃね？,765362
2017-08-12,夫婦でお菓子キャッチャー対決したら予想以上に難しかったwww,2090047
2017-08-10,スイカをアイスキャンディーみたいにできるカッター！！,923426
2017-08-08,あの会社から非売品のレアグッズが届いた！！,1926715
2017-08-07,SeikinTVのあの謎について説明します,3967397
2017-08-06,勝手に全日本水道選手権、開催ですwww,1868580
2017-08-05,【大量購入】マクドナルド新作ハッピーセット 怪盗グルーのミニオン大脱走 大人買いして全種類コンプリート狙う！！,2367135
2017-08-02,"【史上最強】15分回転する17,000円のハンドスピナーがスゴすぎた・・・【サターンスピナー SATURN SPINNER】",4509816
2017-08-01,結局、本物の民族ってどれなん？最強の民族決めます！！【ハンドスピナー】,3005978
2017-07-30,セイキン、30歳になりました。歴代のオモチャ集めて誕生日パーティー！,3393730
2017-07-29,風船と水で芸術的な氷の器が作れるってマジ！？（ハプニングありw）,2352344
2017-07-28,【ヒカキン VS セイキン】砂の宝箱100個を水中に沈めて溶かし黄金のスカルプレートを多く見つけたら勝ち！！【パイレーツオブカリビアン】,5935276
2017-07-25,【閲覧注意】こより使ってくしゃみバトルしたら鼻水ブシャーwww【ヒカキン & セイキン】,1727698
2017-07-24,民族と水道が合体した新型ハンドスピナー「民族水道」誕生www またしても世界を変えてしまったようだ。。。【ヒカキン & セイキン】,4749320
2017-07-22,謎のミニオンのカプセル100個買って激レア黄金のミニオンを当てたい！！【最後にお知らせあり】,3741636
2017-07-21,新作の発掘シリーズの土を大量に水槽に沈めて溶かす！！,6421859
2017-07-19,泡(シェービングフォーム)で作ったスライムがとんでもなくフワフワすぎた...,2474061
2017-07-18,おいおい、まさかもうハプニングは起こさないよな。プルポップアイス デラックスバージョン登場！！,3440471
2017-07-16,マクドナルド 新作ハッピーセット大量購入して全種類揃えます！！【劇場版ポケットモンスター キミにきめた！‏】,3817296
2017-07-14,ハンドスピナーの回転が止まるまでに新型クレーンゲームの限定景品ブラックサンダーナムコーラ味取れるかやったら奇跡が！？,1101779
2017-07-12,【激レア】マックフライポテト製造マシン？ゲットしました！！,5500077
2017-07-11,ガリウムは他の金属を侵食しボロボロにしてしまうらしい・・・,3519734
2017-07-09,【最新式？】遊びながら音楽が聞けるBluetoothスピーカー付きハンドスピナーすごっ！！,1310933
2017-07-08,家で本格ラーメンが作れるマシンを入手！！,8742735
2017-07-06,マジかよ・・・火がつけられるハンドスピナー登場！？タバコに点火！！,3016709
2017-07-05,【マクドナルド】本当に食べられるお菓子バーガー製造マシンを入手しました！,19574791
2017-07-03,【ハプニング多めw】好きなジュースやフルーツをアイスにできちゃうアイスキャンディーメーカーが誕生！！【プルポップアイス / Pull Pops】,4260007
2017-07-02,世界一固い!?アイスを削ってかき氷にできるマシンがスゴすぎた・・・,2365458
2017-07-01,液体ガリウムを-79℃のドライアイスで瞬間冷却したらスゴかった・・・,2980875
2017-06-29,ヒカキン VS セイキン 兄弟でフーセンガムバトル スポーツver.,3216982
2017-06-28,ブンブンハローYouTube,3654288
2017-06-26,幻の超巨大モンスター伊勢海老をビビりながらさばく！！,2189312
2017-06-25,人の体温で融ける金属ガリウムでハンドスピナー作ってみた！！DIY Gallium Fidget Spinner,5385351
2017-06-24,人の体温で融ける金属「ガリウム」がスゴすぎた・・・,11734199
2017-06-23,ゼリー5本早飲みで最速タイム出してやるぜ！,596925
2017-06-22,超巨大アロエ生で皮ごと食べたらヤバかった・・・,2934154
2017-06-21,2ヶ月待ったハゲを食い止めるためのアレが届いた！,820938
2017-06-20,発掘シリーズの砂110個同時に水に溶かしたらスゴかった・・・,16099012
2017-06-18,ユーチューバーなめんなよ！,1664008
2017-06-17,【マジか】ヒカキン&セイキンの画像が無断で会社の社員募集広告に使用されているだと・・・,1084029
2017-06-15,【ヒカキン VS セイキン】デジタルハンドスピナーバトルで大爆笑www,8506476
2017-06-13,大赤字覚悟で限定品の金のクオカードを狙う！【チョコボールグランデ】,937221
2017-06-12,ウチの弟がヤバいんです。。。,6286565
2017-06-11,マインクラフト ジオラマフィギュア でマイクラの世界へ。,2688599
2017-06-08,中国製？ハンドスピナー付きiPhoneケースって実際どうなのよ？,1002837
2017-06-07,当たりくじ付きの靴下大量に買ったら本当に当たるのか。【ラッキーソックス】,531393
2017-06-06,これ、全部プレゼントします！！ 【受付終了いたしました】,626106
2017-06-05,総重量65Kgの超特大ボンドスライム1ヶ月放置した結果,1634485
2017-06-04,ハンドスピナーの回転時間を伸ばす方法が分かっちまった。。。,3696925
2017-06-03,セイキンの画像が無断使用されまくっている件について。,1433816
2017-06-02,ま、俺ぐらいになるとハンドスピナー作っちゃうよね。,1779104
2017-06-01,【知恵の輪？】チェスの中に隠されしコインを探し出せ！【チェスパズル / キャストパズル】,1103102
2017-05-31,マインクラフトミニフィギュア トロッコシリーズで先にクリーパー当てたら勝ち！,3003117
2017-05-30,amazonで1ヶ月○○万円使ってました・・・【兄 ver.】,960714
2017-05-28,ボタンってつい押したくならない？【∞無限ボタン】,1906380
2017-05-27,ヒカキンに誕生日ドッキリしてみた。,4590042
2017-05-26,チョコエッグ ミニオンズ100個開封！まさかの大シークレット祭！！,3183559
2017-05-25,ハンドスピナーは光る時代へ,3502786
2017-05-24,トイレの花子さんが出ました。,2901488
2017-05-23,溶かすと中から消しゴム出てくるバスボムすげー！！,2092919
2017-05-22,【夫婦対決】大量の鍵の中に一本だけある本物の鍵を早く見つけて先に南京錠を開けろ！,2190429
2017-05-20,単4電池を単3電池にする方法があります。(おまけ動画あり),370306
2017-05-19,本気でお金貯めるなら、ボルト式貯金箱。(おまけ動画あり),1531755
2017-05-17,焼肉取り合いゲームで焼肉王にオレはなる！,4801485
2017-05-16,失敗するとベートーベンが怒り出すゲームが難しすぎるww,2317322
2017-05-15,彼は、忘れ物男。,1033044
2017-05-14,水晶の上で肉って焼けるの？,6422809
2017-05-13,【自作】スライムぶどう出来ました。,1285943
2017-05-12,マインクラフトミニフィギュア全種類揃えたくて大人買いした大人。,6118489
2017-05-11,ぷよぷよボールスクイーズで遊んでたらアクシンデント発生。。。,1483162
2017-05-10,小さすぎるコインロッカー,5647352
2017-05-09,金魚玉で運試しした結果,734354
2017-05-08,ベアブリックでクリーパー狙ったらオークションで高値で取引されている超激レアシークレットが出てしまった・・・【BE@RBRICK】,1767256
2017-05-07,チョコバナナのお店開くかってぐらい本格的なチョコバナナできたわ。,2889972
2017-05-06,最近ハマっているものベスト5！,827475
2017-05-05,目が・・・,914702
2017-05-04,セイキン夫婦のとある休日,5650134
2017-05-03,犬用スイーツ食べてみた結果,697808
2017-05-02,天使のはねダンスYouTuber ver.,1182170
2017-05-01,【総重量65kg】全身ボンド漬けになりました。,7935395
2017-04-30,総重量約65kgの超特大ボンドスライム作ってみた！！【ゴールデンウィークスペシャル】,4764879
2017-04-29,【全長5m】史上最大級のそうめんスライダーがデカすぎるww,3210520
2017-04-28,スーパーマリオのスマホグッズガチャ全種類集めてみた！,3150786
2017-04-27,無限∞エビの皮むきスゲーwww,2185133
2017-04-26,マンガ肉ガチャやったら恐竜のシッポ入ってた！？,929201
2017-04-25,熱した包丁でジップロック切ると・・・すごっっっ！,1275491
2017-04-23,夫婦でスーパーマリオのコインゲームバトルした結果,4476523
2017-04-23,明日あさ6時50分頃めざましテレビに出演します！限定映像もあるので見てね！※放送は終了しました。ありがとうございました。,292629
2017-04-22,【悲報】首をやっちまいました。。。,2187262
2017-04-21,携帯おしり洗浄器使ってみた！！,862209
2017-04-20,セイキン夫婦、実は1週間◯◯に行ってました。,1335797
2017-04-18,手の温度で肉が焼ける！？焼肉パズルがスゴイ！,2706868
2017-04-17,え！？これ全部・・・文房具！？,2079915
2017-04-16,【芸術品？】おゆまるでウンチ作ったら超キレイだった！,1292267
2017-04-15,ねんどで作るミニチュアパンのクオリティーが高すぎる！,5251112
2017-04-14,【総額4万円】牛丼ネックレス！？食べ物アクセサリーが最強すぎた。,658414
2017-04-13,∞無限？に皮がむけるリンゴとバナナ。,2395729
2017-04-12,グソクムシのケースがリアルだった。。。,567659
2017-04-11,アイロンでパンは焼けるのか？,1107325
2017-04-09,うまい棒のパッケージにセイキンが出ているだと！？箱買いでしょ。,1042383
2017-04-08,肉ガチャ！？こんなのあるの！？,5123665
2017-04-07,高級巨大チョコエッグ切って中身を調べる！ ！,865616
2017-04-06,ペッタペッタ恐竜の生たまご全部同時に強く投げつけたら・・・ やっちまった。,759791
2017-04-05,【本日発売】マクドナルド8年ぶりの新レギュラー「グラン」が衝撃のウマさだった・・・,631994
2017-04-03,【3D】食べれるうんちの作り方。,1044636
2017-04-02,∞無限「THE 収穫」がクセになるwww,3184909
2017-04-01,光るギミック付き！日本の信号機ガチャがリアル過ぎた。,3620705
2017-03-31,3分もむとシェイクができる！？もみっとシェイクン！,1633784
2017-03-30,チョコバット75箱大人買いで大当たり「黄金の図書カード」を当てたい！！,1133276
2017-03-29,【閲覧注意】アリの缶詰が想像以上に気持ち悪かった。。。【虫が苦手な方のご視聴はご遠慮ください】,2200391
2017-03-28,手で回すと超高速回転するハンドスピナーがスゴすぎる！どれが一番長く回り続けるか検証します。,4506951
2017-03-27,カプリコ合計100個プレゼントをかけてクレーンゲームやります！！,1462233
2017-03-26,まさか・・・1箱全部が逆さアポロだと！？,2049015
2017-03-24,巨大深海魚グミ作ってみた！メガマウスザメ・ダイオウグソクムシ・オウムガイ,5260408
2017-03-23,ヒカキンVSセイキン 巨大タマゴあたためて先に孵化させたら勝ち！？,3239726
2017-03-22,【悲報】ずっと大切にしていた7万円の3Dフィギュアが・・・,4091798
2017-03-21,逆さアポロが本当に存在するのか確かめるべく、販売元の明治に電話してみたww,1104458
2017-03-20,アポロ100箱の中から激レアの逆アポロを探す！！,1046547
2017-03-18,人生初のGoProがやってきた！！【GoPro HERO 5】,753165
2017-03-17,え？三ツ矢サイダーの景品パッケージにオレ出てるんだけど・・・,2411242
2017-03-16,580円のアルコールチェッカーって実際どうなのよ？,439042
2017-03-15,【新発売】チョコエッグディズニーツムツムセレクション100個でまさかのシークレット祭り！？【大量】,2356657
2017-03-13,え？注文した覚えのないiPhone7？が2つ届いたんだけど・・・,2915093
2017-03-12,宝物発見シリーズで黄金の神龍（シェンロン）を狙ったら奇跡が！？,3819015
2017-03-11,これ全部、飴です。海の貝殻&宇宙キャンディー,539208
2017-03-10,食べられないパフェ作ってみた。,1346706
2017-03-09,∞無限パキパキせんべい&ビスケットを入手！！,655178
2017-03-08,え？これ全部スマホグッズかよ！！,1176471
2017-03-07,スクイーズボールに針刺したらスゴかった。,6909331
2017-03-06,【ドローン】フライングガスト飛ばした結果www【マインクラフト】,1126070
2017-03-05,【何これ】スライムを吸って吐き出す！バキュームおやじ,4055061
2017-03-04,【新発売】セイキン宅にもニンテンドースイッチがやってきた！！【Nintendo Switch】,2710971
2017-03-03,無限∞そら豆&魚卵カッターで切った結果・・・,3963357
2017-03-02,【リベンジ】マインクラフトカード5箱360枚追加購入！これで全種類揃えたい！,2770276
2017-02-28,【スクイーズ専門店】日本スクイーズセンターで3万円分のスクイーズ買ってきた！！【音フェチ】,4115270
2017-02-27,カレースライムが何か汚いwww,2529080
2017-02-26,明治スーパーカップ専用ミキサーでオリジナルアイス作ってみた！,10107028
2017-02-25,無限∞パキパキの中身が気になったのでカッターで切ってみたら・・・,4977400
2017-02-24,【マインクラフト公式】ステッカーカード大人買いしてみた！！,4001075
2017-02-23,【マインクラフト】本当に作業できるリアル作業台がスゴイ！！,7637247
2017-02-22,10万円でとあるモノを買いました。,3387932
2017-02-21,家でシャンパンタワーガチャやってみた！,1040476
2017-02-20,【逆転の発想】片手でクレープが焼けるハンディクレープメーカーがスゴすぎた。,2846095
2017-02-19,AWA総合1位本当にありがとう！！,413086
2017-02-18,【大量】すみっコぐらしバスボム30個全部溶かした結果。,1341168
2017-02-17,【新発売】チョコエッグ ポケットモンスターサン&ムーン 100個開封！シークレットを狙う！！【おまけ動画あり】,5065419
2017-02-16,【全部チョコ】ジュラシックショコラでティラノサウルスを掘り当てたい！！ 【恐竜発掘】,1525774
2017-02-15,YouTubeから届いた箱の中身に感動する男性YouTuber【おまけ動画あり】,742316
2017-02-14,【元祖】ついに超合金ガチャガチャドラえもんの復刻版を入手！！,1919343
2017-02-13,ガシャポン「THE・便器」全種類組み合わせて自分だけのトイレワールド作ってみた（笑）【おまけ動画あり】,5558029
2017-02-12,超合金ガチャガチャドラえもんがスゴすぎた。,1922619
2017-02-11,速度制限の辛さが良く分かる動画 〜ケーキ、ダンベル、YouTubeテーマソング〜,1696600
2017-02-10,実はヒカキン&セイキン、ラスベガスでMV撮影してました。,552361
2017-02-09,どうしても伝説の秘宝が欲しい男のリベンジ物語。(おまけ動画あり),4894852
2017-02-08,ドラえもんリングコレクション大人買いでシークレットを狙う！,1030611
2017-02-07,この缶バッチ製造マシン、スゴすぎる。。。,4377962
2017-02-05,YouTube再生ボタン消しゴム作ってみた！,2025435
2017-02-04,インフルエンザが流行っているので大量の薬？を買ってみた。,1562086
2017-02-03,壁からガムが！？大人の壁掛けガムボールマシンがオシャレすぎた・・・ (おまけ動画あり),2453860
2017-02-02,伝説の秘宝、発掘します！MEGA秘宝伝説！,2322153
2017-02-01,30秒でフルーツオレ作ってみた！！,1387319
2017-01-31,ラーメン、カレー、牛丼、味噌汁、チゲ鍋を大食い！？そして新コーナースタート！,431915
2017-01-30,これ全部、消しゴムです。,847323
2017-01-29,【閲覧注意】バスボール30個溶かしたら中から大量の昆虫？が出てきてグロすぎた。。。,2261797
2017-01-27,噂のみかんジューサーで色々なフルーツをジュースにしてみた！,5067840
2017-01-26,どら焼きからお宝発掘！裏技使っちゃいます。【ドラえもん】,3639381
2017-01-24,グミで作るスーパーマリオメーカー！,4305096
2017-01-23,つぶつぶ粘土寿司作ってみた！,758221
2017-01-22,マインクラフト ミニフィギュア チェストシリーズでゴールドを狙う！,1360479
2017-01-20,セイキンの服、フリマに出品します！！！（直筆サイン色紙付き）,595493
2017-01-19,"【1個1,500円】スーパーマリオ マスコットキーホルダー開封！マリオを狙う！！",1165051
2017-01-18,【手作り】カラフルなスーパーボール作ったら超キレイだった！！,696514
2017-01-17,バレンタインデーも近くなってきたのでセイキン&ポンちゃんでチョコマフィン作ってみた！,2556504
2017-01-16,ラスベガスのホテルの部屋に霊が！？〜ヒカキン&セイキン ラスベガスの旅〜,2594741
2017-01-15,植物でアイス作ってみた！？,411617
2017-01-14,卵を高速回転させるとプリンになります。,1579932
2017-01-13,ダンボールでYouTubeガチャマシン作ってみた！,2803227
2017-01-12,中からカプセルが出てくるバスボム30個同時に溶かしたらスゴかった。,4705785
2017-01-10,テレビ買いました。,819289
2017-01-09,ヒカキン VS セイキン ガチャ対決！当たりは一体！？,2010222
2017-01-08,スーパーマリオのハッピーセット大人買いしてコンプリートしたい！【マクドナルド】,2844304
2017-01-07,【悲報】全く気付きませんでした。。。,2538994
2017-01-06,YouTubeから謎の箱が届いた！！！,1128757
2017-01-05,【発掘】謎のピラミッド掘ったら中から・・・,4360800
2017-01-04,【セイキンの祖父】ジジキンがぺヤングパクチーマックス食べた結果,487047
2017-01-03,【脅威の威力】ヒカキン VS セイキン ガスガンバトル！【M92F】,3967769
2017-01-02,昆虫ロボットをヒカキンの顔面にのせてみた結果www,1810732
2017-01-01,元日なので雪の中へ激しくダイブ！そしてヒカキンとの戦い！あけましておめでとうございます！,1285909
2016-12-31,ガチャで2016年を振り返る！今年も一年間、本当にありがとう！！！,534231
